time_point,subject,task,time_cat,trait,n,sum,phase
1,abeeku,quant,1,1,12,6,1
1,alex,quant,1,1,12,9,1
1,azibo,quant,1,1,12,10,1
1,bambari,quant,1,1,9,8,1
1,bimbo,quant,1,1,12,4,1
1,daza,quant,1,1,12,6,1
1,diara,quant,1,1,12,6,1
1,dokana,quant,1,1,12,12,1
1,dorien,quant,1,1,12,12,1
1,fraukje,quant,1,1,2,2,1
1,frederike,quant,1,1,12,4,1
1,frodo,quant,1,1,12,10,1
1,hope,quant,1,1,12,9,1
1,jasongo,quant,1,1,12,9,1
1,jeudi,quant,1,1,12,7,1
1,joey,quant,1,1,12,6,1
1,kasai,quant,1,1,12,9,1
1,kianga,quant,1,1,12,6,1
1,kibara,quant,1,1,12,10,1
1,kio,quant,1,1,12,6,1
1,kisha,quant,1,1,12,8,1
1,kumili,quant,1,1,12,8,1
1,kuno,quant,1,1,12,11,1
1,lexi,quant,1,1,12,7,1
1,luiza,quant,1,1,12,8,1
1,maja,quant,1,1,12,7,1
1,makeni,quant,1,1,12,6,1
1,natascha,quant,1,1,7,4,1
1,ohini,quant,1,1,12,12,1
1,padana,quant,1,1,12,12,1
1,pini,quant,1,1,12,10,1
1,raja,quant,1,1,12,12,1
1,riet,quant,1,1,12,11,1
1,robert,quant,1,1,12,9,1
1,sandra,quant,1,1,12,12,1
1,shanga,quant,1,1,12,6,1
1,swela,quant,1,1,12,9,1
1,tai,quant,1,1,12,11,1
1,yaro,quant,1,1,12,7,1
1,yasa,quant,1,1,12,11,1
1,youma,quant,1,1,12,6,1
1,zira,quant,1,1,12,10,1
2,abeeku,quant,2,1,12,9,1
2,alex,quant,2,1,12,9,1
2,azibo,quant,2,1,12,8,1
2,bambari,quant,2,1,8,6,1
2,bimbo,quant,2,1,12,7,1
2,corrie,quant,2,1,1,0,1
2,daza,quant,2,1,12,6,1
2,diara,quant,2,1,12,6,1
2,dokana,quant,2,1,12,11,1
2,dorien,quant,2,1,12,11,1
2,frederike,quant,2,1,12,6,1
2,frodo,quant,2,1,12,9,1
2,hope,quant,2,1,12,7,1
2,jeudi,quant,2,1,12,6,1
2,kasai,quant,2,1,12,9,1
2,kianga,quant,2,1,12,6,1
2,kibara,quant,2,1,12,9,1
2,kio,quant,2,1,12,6,1
2,kisha,quant,2,1,12,5,1
2,kumili,quant,2,1,12,11,1
2,kuno,quant,2,1,12,10,1
