time_point,subject,task,time_cat,trait,n,sum,phase
1,abeeku,inference,1,1,2,1,1
1,alex,inference,1,1,12,12,1
1,azibo,inference,1,1,12,3,1
1,bambari,inference,1,1,5,2,1
1,bimbo,inference,1,1,12,9,1
1,corrie,inference,1,1,12,5,1
1,daza,inference,1,1,12,6,1
1,diara,inference,1,1,12,6,1
1,dokana,inference,1,1,12,9,1
1,dorien,inference,1,1,12,8,1
1,fraukje,inference,1,1,12,12,1
1,frederike,inference,1,1,12,6,1
1,frodo,inference,1,1,12,10,1
1,hope,inference,1,1,12,3,1
1,jasongo,inference,1,1,12,0,1
1,jeudi,inference,1,1,12,2,1
1,joey,inference,1,1,12,3,1
1,kasai,inference,1,1,12,3,1
1,kianga,inference,1,1,12,6,1
1,kibara,inference,1,1,12,10,1
1,kio,inference,1,1,12,6,1
1,kisha,inference,1,1,12,8,1
1,kumili,inference,1,1,12,12,1
1,kuno,inference,1,1,12,12,1
1,lexi,inference,1,1,12,1,1
1,luiza,inference,1,1,12,6,1
1,maja,inference,1,1,12,5,1
1,makeni,inference,1,1,12,6,1
1,natascha,inference,1,1,12,9,1
1,ohini,inference,1,1,12,6,1
1,padana,inference,1,1,12,12,1
1,pini,inference,1,1,12,12,1
1,raja,inference,1,1,12,6,1
1,riet,inference,1,1,12,3,1
1,robert,inference,1,1,12,5,1
1,sandra,inference,1,1,12,12,1
1,shanga,inference,1,1,12,6,1
1,swela,inference,1,1,12,6,1
1,tai,inference,1,1,12,6,1
1,yaro,inference,1,1,12,6,1
1,yasa,inference,1,1,12,11,1
1,youma,inference,1,1,12,6,1
1,zira,inference,1,1,12,6,1
2,abeeku,inference,2,1,4,2,1
2,alex,inference,2,1,12,11,1
2,azibo,inference,2,1,12,2,1
2,bambari,inference,2,1,12,6,1
2,bimbo,inference,2,1,12,8,1
2,corrie,inference,2,1,12,6,1
2,daza,inference,2,1,12,5,1
2,diara,inference,2,1,12,6,1
2,dokana,inference,2,1,12,12,1
2,dorien,inference,2,1,12,9,1
