time_point,subject,task,time_cat,trait,n,sum,phase
10,maja,gaze,10,1,8,2,1
10,makeni,gaze,10,1,8,0,1
10,natascha,gaze,10,1,6,1,1
10,ohini,gaze,10,1,8,0,1
10,padana,gaze,10,1,8,0,1
10,pini,gaze,10,1,8,0,1
10,raja,gaze,10,1,8,0,1
10,riet,gaze,10,1,8,8,1
10,robert,gaze,10,1,6,0,1
10,sandra,gaze,10,1,8,1,1
10,shanga,gaze,10,1,8,0,1
10,swela,gaze,10,1,8,1,1
10,tai,gaze,10,1,8,0,1
10,yaro,gaze,10,1,4,0,1
10,yasa,gaze,10,1,8,0,1
10,youma,gaze,10,1,8,0,1
10,zira,gaze,10,1,8,6,1
