time_point,subject,task,time_cat,trait,n,sum,phase
1,abeeku,attent,1,1,4,2,2
1,abeeku,comm,1,1,1,0,2
1,abeeku,pop,1,1,6,1,2
1,abeeku,reas,1,1,3,2,2
1,abeeku,search,1,1,9,0,2
1,alex,attent,1,1,4,1,2
1,alex,comm,1,1,4,4,2
1,alex,pop,1,1,1,1,2
1,alex,reas,1,1,12,7,2
1,alex,vfood,1,1,12,11,2
1,amira,comm,1,1,11,7,2
1,amira,pop,1,1,7,4,2
1,amira,reas,1,1,3,2,2
1,amira,vfood,1,1,3,3,2
1,azibo,comm,1,1,12,9,2
1,azibo,pop,1,1,12,8,2
1,azibo,reas,1,1,12,7,2
1,azibo,search,1,1,10,7,2
1,azibo,vfood,1,1,12,5,2
1,bambari,comm,1,1,1,1,2
1,bambari,pop,1,1,2,1,2
1,bambari,reas,1,1,3,2,2
1,bimbo,attent,1,1,12,6,2
1,bimbo,comm,1,1,12,4,2
1,bimbo,pop,1,1,12,10,2
1,bimbo,reas,1,1,12,6,2
1,bimbo,search,1,1,12,0,2
1,bimbo,vfood,1,1,12,7,2
1,corrie,pop,1,1,4,2,2
1,corrie,reas,1,1,12,5,2
1,daza,attent,1,1,12,6,2
1,daza,search,1,1,12,4,2
1,diara,attent,1,1,12,6,2
1,diara,comm,1,1,12,5,2
1,diara,pop,1,1,12,5,2
1,diara,reas,1,1,12,2,2
1,diara,search,1,1,12,0,2
1,diara,vfood,1,1,12,10,2
1,dokana,attent,1,1,12,7,2
1,dokana,comm,1,1,12,10,2
1,dokana,pop,1,1,12,12,2
1,dokana,reas,1,1,12,6,2
1,dokana,search,1,1,12,1,2
1,dokana,vfood,1,1,12,6,2
1,fraukje,attent,1,1,12,10,2
1,fraukje,comm,1,1,12,10,2
1,fraukje,pop,1,1,12,10,2
1,fraukje,reas,1,1,12,6,2
1,fraukje,search,1,1,12,4,2
1,fraukje,vfood,1,1,4,0,2
1,frederike,attent,1,1,12,5,2
1,frederike,comm,1,1,6,4,2
1,frederike,pop,1,1,12,7,2
1,frederike,reas,1,1,12,3,2
1,frederike,search,1,1,12,0,2
1,frederike,vfood,1,1,12,12,2
1,frodo,attent,1,1,12,8,2
1,frodo,comm,1,1,12,11,2
1,frodo,pop,1,1,12,12,2
1,frodo,reas,1,1,12,7,2
1,frodo,search,1,1,12,2,2
1,frodo,vfood,1,1,12,6,2
1,hope,attent,1,1,12,5,2
1,hope,comm,1,1,12,9,2
1,hope,pop,1,1,12,11,2
1,hope,reas,1,1,12,6,2
1,hope,search,1,1,12,3,2
1,hope,vfood,1,1,12,10,2
1,jasongo,attent,1,1,12,3,2
1,jasongo,comm,1,1,12,9,2
1,jasongo,pop,1,1,12,9,2
1,jasongo,reas,1,1,12,2,2
1,jasongo,search,1,1,12,3,2
1,jasongo,vfood,1,1,12,5,2
1,joey,pop,1,1,1,1,2
1,joey,reas,1,1,12,6,2
1,kasai,attent,1,1,6,6,2
