time_point,subject,task,time_cat,trait,n,sum,phase
10,kibara,cause,10,1,12,10,1
10,kio,cause,10,1,12,8,1
10,kisha,cause,10,1,12,8,1
10,kumili,cause,10,1,12,11,1
10,kuno,cause,10,1,12,11,1
10,lexi,cause,10,1,12,10,1
10,luiza,cause,10,1,12,12,1
10,maja,cause,10,1,12,10,1
10,makeni,cause,10,1,12,6,1
10,natascha,cause,10,1,12,5,1
10,ohini,cause,10,1,12,12,1
10,padana,cause,10,1,12,12,1
10,pini,cause,10,1,12,12,1
10,raja,cause,10,1,12,9,1
10,riet,cause,10,1,12,11,1
10,robert,cause,10,1,12,4,1
10,sandra,cause,10,1,12,12,1
10,shanga,cause,10,1,12,12,1
10,swela,cause,10,1,12,6,1
10,tai,cause,10,1,12,7,1
10,yaro,cause,10,1,12,7,1
10,yasa,cause,10,1,12,2,1
10,youma,cause,10,1,12,6,1
10,zira,cause,10,1,12,8,1
