time_point,subject,task,time_cat,trait,n,sum,phase
3,kasai,pop,3,1,12,10,2
3,kianga,pop,3,1,12,6,2
3,kibara,pop,3,1,12,12,2
3,kio,pop,3,1,12,7,2
3,kisha,pop,3,1,12,8,2
3,kumili,pop,3,1,12,6,2
3,kuno,pop,3,1,12,11,2
3,lexi,pop,3,1,12,10,2
3,luiza,pop,3,1,12,12,2
3,maja,pop,3,1,12,9,2
3,makeni,pop,3,1,12,8,2
3,natascha,pop,3,1,12,5,2
3,ohini,pop,3,1,12,6,2
3,padana,pop,3,1,12,10,2
3,pini,pop,3,1,12,12,2
3,raja,pop,3,1,12,11,2
3,riet,pop,3,1,12,11,2
3,sandra,pop,3,1,12,10,2
3,sari,pop,3,1,6,3,2
3,shanga,pop,3,1,12,8,2
3,swela,pop,3,1,12,9,2
3,tai,pop,3,1,12,11,2
3,tayo,pop,3,1,12,9,2
3,yaro,pop,3,1,12,12,2
3,yasa,pop,3,1,12,12,2
3,youma,pop,3,1,12,6,2
3,zira,pop,3,1,12,8,2
4,abeeku,pop,4,1,12,7,2
4,alex,pop,4,1,2,1,2
4,azibo,pop,4,1,12,8,2
4,bimbo,pop,4,1,1,1,2
4,corrie,pop,4,1,12,10,2
4,daza,pop,4,1,12,8,2
4,diara,pop,4,1,12,12,2
4,dokana,pop,4,1,12,11,2
4,fraukje,pop,4,1,12,12,2
4,frederike,pop,4,1,12,12,2
4,frodo,pop,4,1,12,12,2
4,hope,pop,4,1,12,12,2
4,jeudi,pop,4,1,12,8,2
4,kianga,pop,4,1,12,5,2
4,kibara,pop,4,1,12,12,2
4,kio,pop,4,1,12,9,2
4,kisha,pop,4,1,12,5,2
4,kumili,pop,4,1,12,8,2
4,makeni,pop,4,1,12,5,2
4,natascha,pop,4,1,12,12,2
4,ohini,pop,4,1,12,9,2
4,padana,pop,4,1,12,12,2
4,pini,pop,4,1,12,11,2
4,raja,pop,4,1,12,9,2
4,riet,pop,4,1,12,10,2
4,sandra,pop,4,1,12,12,2
4,sari,pop,4,1,6,2,2
4,swela,pop,4,1,12,6,2
4,tai,pop,4,1,12,11,2
4,youma,pop,4,1,12,7,2
4,zira,pop,4,1,12,10,2
5,abeeku,pop,5,1,8,4,2
5,alex,pop,5,1,1,0,2
5,amira,pop,5,1,12,7,2
5,azibo,pop,5,1,12,7,2
5,bambari,pop,5,1,12,7,2
5,bimbo,pop,5,1,12,12,2
5,corrie,pop,5,1,12,8,2
5,daza,pop,5,1,12,9,2
5,diara,pop,5,1,12,9,2
5,dokana,pop,5,1,12,11,2
5,fraukje,pop,5,1,12,12,2
5,frederike,pop,5,1,12,8,2
5,frodo,pop,5,1,12,10,2
5,hope,pop,5,1,12,12,2
5,jeudi,pop,5,1,5,4,2
5,kasai,pop,5,1,12,10,2
5,kianga,pop,5,1,12,6,2
5,kibara,pop,5,1,12,12,2
5,kio,pop,5,1,12,5,2
5,kisha,pop,5,1,12,8,2
5,kumili,pop,5,1,12,6,2
5,kuno,pop,5,1,12,11,2
5,lexi,pop,5,1,12,10,2
5,luiza,pop,5,1,12,12,2
5,maja,pop,5,1,12,8,2
5,makeni,pop,5,1,12,6,2
5,natascha,pop,5,1,12,10,2
5,ohini,pop,5,1,12,6,2
5,padana,pop,5,1,6,6,2
5,pini,pop,5,1,12,12,2
5,raja,pop,5,1,12,12,2
5,riet,pop,5,1,12,11,2
5,sandra,pop,5,1,12,12,2
5,sumai,pop,5,1,4,1,2
5,swela,pop,5,1,12,4,2
5,tai,pop,5,1,12,12,2
5,tayo,pop,5,1,12,6,2
5,yaro,pop,5,1,12,11,2
5,yasa,pop,5,1,12,11,2
5,youma,pop,5,1,12,8,2
5,zira,pop,5,1,12,10,2
6,abeeku,pop,6,1,1,0,2
6,alex,pop,6,1,4,3,2
6,amira,pop,6,1,12,10,2
6,azibo,pop,6,1,6,4,2
6,bimbo,pop,6,1,12,12,2
6,corrie,pop,6,1,12,9,2
6,daza,pop,6,1,12,6,2
6,diara,pop,6,1,12,12,2
6,dokana,pop,6,1,12,12,2
6,fraukje,pop,6,1,12,11,2
6,frederike,pop,6,1,6,5,2
6,frodo,pop,6,1,12,8,2
6,hope,pop,6,1,12,12,2
6,jasongo,pop,6,1,12,7,2
6,jeudi,pop,6,1,1,0,2
6,kasai,pop,6,1,12,7,2
6,kianga,pop,6,1,12,6,2
6,kibara,pop,6,1,12,12,2
6,kio,pop,6,1,12,5,2
6,kisha,pop,6,1,6,5,2
6,kumili,pop,6,1,12,9,2
6,kuno,pop,6,1,12,8,2
6,lexi,pop,6,1,12,9,2
6,luiza,pop,6,1,12,11,2
6,maja,pop,6,1,12,8,2
6,makeni,pop,6,1,12,7,2
6,natascha,pop,6,1,12,11,2
6,ohini,pop,6,1,12,7,2
6,padana,pop,6,1,12,12,2
6,pini,pop,6,1,12,12,2
6,raja,pop,6,1,12,11,2
6,riet,pop,6,1,12,11,2
6,sandra,pop,6,1,12,9,2
6,sari,pop,6,1,6,3,2
6,sumai,pop,6,1,5,1,2
6,swela,pop,6,1,12,7,2
6,tai,pop,6,1,12,7,2
6,tayo,pop,6,1,12,6,2
6,yaro,pop,6,1,12,10,2
6,yasa,pop,6,1,12,10,2
6,youma,pop,6,1,12,6,2
6,zira,pop,6,1,12,11,2
7,abeeku,pop,7,1,1,0,2
7,amira,pop,7,1,12,5,2
7,azibo,pop,7,1,7,4,2
7,bimbo,pop,7,1,12,11,2
7,corrie,pop,7,1,12,8,2
7,daza,pop,7,1,12,6,2
7,diara,pop,7,1,6,6,2
7,dokana,pop,7,1,12,12,2
7,fraukje,pop,7,1,12,9,2
7,frederike,pop,7,1,6,6,2
7,frodo,pop,7,1,12,12,2
7,hope,pop,7,1,12,12,2
7,jasongo,pop,7,1,12,6,2
7,jeudi,pop,7,1,8,6,2
7,joey,pop,7,1,6,3,2
7,kasai,pop,7,1,12,10,2
7,kianga,pop,7,1,12,7,2
7,kibara,pop,7,1,12,12,2
7,kio,pop,7,1,12,7,2
7,kisha,pop,7,1,8,5,2
7,kumili,pop,7,1,6,4,2
7,kuno,pop,7,1,12,9,2
7,lexi,pop,7,1,12,10,2
7,luiza,pop,7,1,12,12,2
7,maja,pop,7,1,12,9,2
7,natascha,pop,7,1,12,12,2
7,ohini,pop,7,1,12,6,2
7,padana,pop,7,1,12,12,2
7,pini,pop,7,1,12,12,2
7,raja,pop,7,1,6,5,2
7,riet,pop,7,1,11,11,2
7,sandra,pop,7,1,12,12,2
7,sari,pop,7,1,8,5,2
7,sumai,pop,7,1,12,8,2
7,swela,pop,7,1,12,7,2
7,tai,pop,7,1,12,11,2
7,tayo,pop,7,1,12,6,2
7,yaro,pop,7,1,12,12,2
7,yasa,pop,7,1,12,12,2
7,youma,pop,7,1,12,6,2
7,zira,pop,7,1,12,12,2
8,alex,pop,8,1,12,10,2
8,bimbo,pop,8,1,12,12,2
8,daza,pop,8,1,12,8,2
8,diara,pop,8,1,12,11,2
8,dokana,pop,8,1,12,11,2
8,fraukje,pop,8,1,12,10,2
8,frederike,pop,8,1,12,9,2
8,frodo,pop,8,1,12,9,2
8,hope,pop,8,1,12,11,2
8,jasongo,pop,8,1,12,7,2
8,jeudi,pop,8,1,12,8,2
8,joey,pop,8,1,6,3,2
8,kianga,pop,8,1,12,6,2
8,kibara,pop,8,1,12,12,2
8,kio,pop,8,1,12,6,2
8,kisha,pop,8,1,12,5,2
8,kumili,pop,8,1,12,10,2
8,kuno,pop,8,1,12,12,2
8,luiza,pop,8,1,12,12,2
8,maja,pop,8,1,12,7,2
8,makeni,pop,8,1,12,6,2
8,natascha,pop,8,1,12,9,2
8,ohini,pop,8,1,12,6,2
8,padana,pop,8,1,12,12,2
8,pini,pop,8,1,12,11,2
8,raja,pop,8,1,7,7,2
8,riet,pop,8,1,7,6,2
8,sandra,pop,8,1,12,11,2
8,sari,pop,8,1,12,10,2
8,shanga,pop,8,1,12,8,2
8,swela,pop,8,1,12,7,2
8,tai,pop,8,1,12,12,2
8,youma,pop,8,1,12,5,2
8,zira,pop,8,1,12,10,2
9,abeeku,pop,9,1,5,3,2
9,alex,pop,9,1,8,8,2
9,amira,pop,9,1,8,7,2
9,azibo,pop,9,1,12,6,2
9,bimbo,pop,9,1,12,11,2
9,corrie,pop,9,1,12,9,2
9,diara,pop,9,1,12,11,2
9,dokana,pop,9,1,12,11,2
9,fraukje,pop,9,1,12,11,2
9,frederike,pop,9,1,12,10,2
9,frodo,pop,9,1,12,11,2
9,hodari,pop,9,1,4,1,2
9,hope,pop,9,1,12,11,2
9,jasongo,pop,9,1,12,7,2
9,jeudi,pop,9,1,12,10,2
9,joey,pop,9,1,6,5,2
9,kasai,pop,9,1,12,8,2
9,kianga,pop,9,1,12,6,2
9,kibara,pop,9,1,12,12,2
9,kio,pop,9,1,12,1,2
9,kisha,pop,9,1,12,6,2
9,kumili,pop,9,1,12,6,2
9,kuno,pop,9,1,12,11,2
9,lexi,pop,9,1,12,10,2
9,luiza,pop,9,1,12,12,2
9,maja,pop,9,1,12,9,2
9,makeni,pop,9,1,12,6,2
9,natascha,pop,9,1,12,11,2
9,ohini,pop,9,1,12,6,2
9,padana,pop,9,1,12,11,2
9,pini,pop,9,1,12,12,2
9,raja,pop,9,1,6,4,2
9,riet,pop,9,1,8,8,2
9,sandra,pop,9,1,12,11,2
9,sari,pop,9,1,12,8,2
9,sumai,pop,9,1,12,7,2
9,swela,pop,9,1,12,8,2
9,tai,pop,9,1,12,11,2
9,tayo,pop,9,1,4,3,2
9,yaro,pop,9,1,12,12,2
9,yasa,pop,9,1,12,10,2
9,youma,pop,9,1,12,4,2
9,zira,pop,9,1,12,11,2
10,abeeku,pop,10,1,2,0,2
10,alex,pop,10,1,12,7,2
10,amira,pop,10,1,9,7,2
10,azibo,pop,10,1,8,6,2
10,bambari,pop,10,1,6,6,2
10,bimbo,pop,10,1,12,11,2
10,corrie,pop,10,1,12,11,2
10,daza,pop,10,1,1,0,2
10,diara,pop,10,1,12,12,2
10,dokana,pop,10,1,12,12,2
10,fraukje,pop,10,1,8,8,2
10,frederike,pop,10,1,12,10,2
10,frodo,pop,10,1,12,11,2
10,hope,pop,10,1,12,11,2
10,kasai,pop,10,1,1,1,2
10,kianga,pop,10,1,12,8,2
10,kibara,pop,10,1,12,11,2
10,kio,pop,10,1,12,1,2
10,kisha,pop,10,1,12,6,2
10,kumili,pop,10,1,12,6,2
10,lexi,pop,10,1,12,11,2
10,maja,pop,10,1,12,12,2
10,makeni,pop,10,1,8,4,2
10,natascha,pop,10,1,8,8,2
10,ohini,pop,10,1,12,6,2
10,padana,pop,10,1,12,10,2
10,pini,pop,10,1,12,11,2
10,raja,pop,10,1,12,11,2
10,riet,pop,10,1,2,1,2
10,sandra,pop,10,1,12,12,2
10,sari,pop,10,1,12,9,2
10,shanga,pop,10,1,12,10,2
10,sumai,pop,10,1,7,3,2
10,swela,pop,10,1,6,2,2
10,tai,pop,10,1,12,12,2
10,tayo,pop,10,1,12,5,2
10,yasa,pop,10,1,12,12,2
10,youma,pop,10,1,8,3,2
10,zira,pop,10,1,12,12,2
