"","date","time_point","session","group","subject","trial","trial.id","choice.nr.within.trial","choice.where","choice.correct","last.choice","previous.correct","any.error.earlier","cup.id","choice.id","error.ny"
"14333",20230518,7,3,"bonobos","yasa",5,2389,3,3,1,2,"yes","0",2,4778,0
"14335",20230518,7,3,"bonobos","yasa",6,2390,2,2,1,1,"yes","0",1,4779,0
"14338",20230518,7,3,"bonobos","yasa",6,2390,3,3,1,1,"yes","0",1,4780,0
"14339",20230518,7,3,"bonobos","yasa",6,2390,3,3,1,2,"yes","0",2,4780,0
"14341",20230518,7,3,"bonobos","yasa",7,2391,2,2,1,1,"yes","0",1,4781,0
"14344",20230518,7,3,"bonobos","yasa",7,2391,3,3,1,1,"yes","0",1,4782,0
"14345",20230518,7,3,"bonobos","yasa",7,2391,3,3,1,2,"yes","0",2,4782,0
"14347",20230518,7,3,"bonobos","yasa",8,2392,2,2,1,1,"yes","0",1,4783,0
"14350",20230518,7,3,"bonobos","yasa",8,2392,3,3,1,1,"yes","0",1,4784,0
"14351",20230518,7,3,"bonobos","yasa",8,2392,3,3,1,2,"yes","0",2,4784,0
"14353",20230518,7,3,"bonobos","yasa",9,2393,2,2,1,1,"yes","0",1,4785,0
"14356",20230518,7,3,"bonobos","yasa",9,2393,3,3,1,1,"yes","0",1,4786,0
"14357",20230518,7,3,"bonobos","yasa",9,2393,3,3,1,2,"yes","0",2,4786,0
"14359",20230518,7,3,"bonobos","yasa",10,2394,2,2,1,1,"yes","0",1,4787,0
"14362",20230518,7,3,"bonobos","yasa",10,2394,3,3,1,1,"yes","0",1,4788,0
"14363",20230518,7,3,"bonobos","yasa",10,2394,3,3,1,2,"yes","0",2,4788,0
"14365",20230518,7,3,"bonobos","yasa",11,2395,2,2,1,1,"yes","0",1,4789,0
"14368",20230518,7,3,"bonobos","yasa",11,2395,3,3,1,1,"yes","0",1,4790,0
"14369",20230518,7,3,"bonobos","yasa",11,2395,3,3,1,2,"yes","0",2,4790,0
"14371",20230518,7,3,"bonobos","yasa",12,2396,2,2,1,1,"yes","0",1,4791,0
"14374",20230518,7,3,"bonobos","yasa",12,2396,3,3,1,1,"yes","0",1,4792,0
"14375",20230518,7,3,"bonobos","yasa",12,2396,3,3,1,2,"yes","0",2,4792,0
"14377",20230518,7,3,"bonobos","luiza",1,2397,2,2,1,1,"yes","0",1,4793,0
"14380",20230518,7,3,"bonobos","luiza",1,2397,3,3,1,1,"yes","0",1,4794,0
"14381",20230518,7,3,"bonobos","luiza",1,2397,3,3,1,2,"yes","0",2,4794,0
"14385",20230518,7,3,"bonobos","luiza",2,2398,2,2,1,1,"yes","0",3,4795,0
"14387",20230518,7,3,"bonobos","luiza",2,2398,3,1,1,2,"yes","0",2,4796,0
"14388",20230518,7,3,"bonobos","luiza",2,2398,3,1,1,1,"yes","0",3,4796,0
"14389",20230518,7,3,"bonobos","luiza",3,2399,2,2,1,1,"yes","0",1,4797,0
"14392",20230518,7,3,"bonobos","luiza",3,2399,3,3,1,1,"yes","0",1,4798,0
"14393",20230518,7,3,"bonobos","luiza",3,2399,3,3,1,2,"yes","0",2,4798,0
"14396",20230518,7,3,"bonobos","luiza",4,2400,2,1,1,1,"yes","0",2,4799,0
"14398",20230518,7,3,"bonobos","luiza",4,2400,3,2,0,2,"yes","0",1,4800,0
"14399",20230518,7,3,"bonobos","luiza",4,2400,3,2,0,1,"yes","0",2,4800,1
"14403",20230518,7,3,"bonobos","luiza",5,2401,2,2,1,1,"yes","0",3,4801,0
"14405",20230518,7,3,"bonobos","luiza",5,2401,3,1,1,2,"yes","0",2,4802,0
"14406",20230518,7,3,"bonobos","luiza",5,2401,3,1,1,1,"yes","0",3,4802,0
"14409",20230518,7,3,"bonobos","luiza",6,2402,2,2,1,1,"yes","0",3,4803,0
"14411",20230518,7,3,"bonobos","luiza",6,2402,3,1,1,2,"yes","0",2,4804,0
"14412",20230518,7,3,"bonobos","luiza",6,2402,3,1,1,1,"yes","0",3,4804,0
"14415",20230518,7,3,"bonobos","luiza",7,2403,2,2,1,1,"yes","0",3,4805,0
"14417",20230518,7,3,"bonobos","luiza",7,2403,3,1,1,2,"yes","0",2,4806,0
"14418",20230518,7,3,"bonobos","luiza",7,2403,3,1,1,1,"yes","0",3,4806,0
"14421",20230518,7,3,"bonobos","luiza",8,2404,2,2,1,1,"yes","0",3,4807,0
"14423",20230518,7,3,"bonobos","luiza",8,2404,3,1,1,2,"yes","0",2,4808,0
"14424",20230518,7,3,"bonobos","luiza",8,2404,3,1,1,1,"yes","0",3,4808,0
"14427",20230518,7,3,"bonobos","luiza",9,2405,2,2,1,1,"yes","0",3,4809,0
"14429",20230518,7,3,"bonobos","luiza",9,2405,3,1,1,2,"yes","0",2,4810,0
"14430",20230518,7,3,"bonobos","luiza",9,2405,3,1,1,1,"yes","0",3,4810,0
"14433",20230518,7,3,"bonobos","luiza",10,2406,2,2,1,1,"yes","0",3,4811,0
"14435",20230518,7,3,"bonobos","luiza",10,2406,3,1,1,2,"yes","0",2,4812,0
"14436",20230518,7,3,"bonobos","luiza",10,2406,3,1,1,1,"yes","0",3,4812,0
"14439",20230518,7,3,"bonobos","luiza",11,2407,2,2,1,1,"yes","0",3,4813,0
"14441",20230518,7,3,"bonobos","luiza",11,2407,3,1,1,2,"yes","0",2,4814,0
"14442",20230518,7,3,"bonobos","luiza",11,2407,3,1,1,1,"yes","0",3,4814,0
"14445",20230518,7,3,"bonobos","luiza",12,2408,2,2,1,1,"yes","0",3,4815,0
"14447",20230518,7,3,"bonobos","luiza",12,2408,3,1,1,2,"yes","0",2,4816,0
"14448",20230518,7,3,"bonobos","luiza",12,2408,3,1,1,1,"yes","0",3,4816,0
"14451",20230518,7,3,"bonobos","kasai",1,2409,2,2,1,1,"yes","0",3,4817,0
"14453",20230518,7,3,"bonobos","kasai",1,2409,3,1,1,2,"yes","0",2,4818,0
"14454",20230518,7,3,"bonobos","kasai",1,2409,3,1,1,1,"yes","0",3,4818,0
"14457",20230518,7,3,"bonobos","kasai",2,2410,2,2,1,1,"yes","0",3,4819,0
"14459",20230518,7,3,"bonobos","kasai",2,2410,3,1,1,2,"yes","0",2,4820,0
"14460",20230518,7,3,"bonobos","kasai",2,2410,3,1,1,1,"yes","0",3,4820,0
"14463",20230518,7,3,"bonobos","kasai",3,2411,2,2,1,1,"yes","0",3,4821,0
"14465",20230518,7,3,"bonobos","kasai",3,2411,3,1,1,2,"yes","0",2,4822,0
"14466",20230518,7,3,"bonobos","kasai",3,2411,3,1,1,1,"yes","0",3,4822,0
"14468",20230518,7,3,"bonobos","kasai",4,2412,2,1,1,1,"yes","0",2,4823,0
"14470",20230518,7,3,"bonobos","kasai",4,2412,3,3,1,2,"yes","0",1,4824,0
"14471",20230518,7,3,"bonobos","kasai",4,2412,3,3,1,1,"yes","0",2,4824,0
"14474",20230518,7,3,"bonobos","kasai",5,2413,2,3,1,1,"yes","0",2,4825,0
"14477",20230518,7,3,"bonobos","kasai",5,2413,3,1,1,1,"yes","0",2,4826,0
"14478",20230518,7,3,"bonobos","kasai",5,2413,3,1,1,2,"yes","0",3,4826,0
"14480",20230518,7,3,"bonobos","kasai",6,2414,2,1,1,1,"yes","0",2,4827,0
"14482",20230518,7,3,"bonobos","kasai",6,2414,3,3,1,2,"yes","0",1,4828,0
"14483",20230518,7,3,"bonobos","kasai",6,2414,3,3,1,1,"yes","0",2,4828,0
"14487",20230518,7,3,"bonobos","kasai",7,2415,2,2,1,1,"yes","0",3,4829,0
"14489",20230518,7,3,"bonobos","kasai",7,2415,3,1,1,2,"yes","0",2,4830,0
"14490",20230518,7,3,"bonobos","kasai",7,2415,3,1,1,1,"yes","0",3,4830,0
"14493",20230518,7,3,"bonobos","kasai",8,2416,2,2,1,1,"yes","0",3,4831,0
"14495",20230518,7,3,"bonobos","kasai",8,2416,3,1,1,2,"yes","0",2,4832,0
"14496",20230518,7,3,"bonobos","kasai",8,2416,3,1,1,1,"yes","0",3,4832,0
"14499",20230518,7,3,"bonobos","kasai",9,2417,2,2,1,1,"yes","0",3,4833,0
"14501",20230518,7,3,"bonobos","kasai",9,2417,3,1,1,2,"yes","0",2,4834,0
"14502",20230518,7,3,"bonobos","kasai",9,2417,3,1,1,1,"yes","0",3,4834,0
"14505",20230518,7,3,"bonobos","kasai",10,2418,2,2,1,1,"yes","0",3,4835,0
"14507",20230518,7,3,"bonobos","kasai",10,2418,3,1,1,2,"yes","0",2,4836,0
"14508",20230518,7,3,"bonobos","kasai",10,2418,3,1,1,1,"yes","0",3,4836,0
"14511",20230518,7,3,"bonobos","kasai",11,2419,2,2,1,1,"yes","0",3,4837,0
"14513",20230518,7,3,"bonobos","kasai",11,2419,3,1,1,2,"yes","0",2,4838,0
"14514",20230518,7,3,"bonobos","kasai",11,2419,3,1,1,1,"yes","0",3,4838,0
"14517",20230518,7,3,"bonobos","kasai",12,2420,2,2,1,1,"yes","0",3,4839,0
"14519",20230518,7,3,"bonobos","kasai",12,2420,3,1,1,2,"yes","0",2,4840,0
"14520",20230518,7,3,"bonobos","kasai",12,2420,3,1,1,1,"yes","0",3,4840,0
"14521",20230518,7,3,"bonobos","yaro",1,2421,2,2,1,1,"yes","0",1,4841,0
"14524",20230518,7,3,"bonobos","yaro",1,2421,3,3,1,1,"yes","0",1,4842,0
"14525",20230518,7,3,"bonobos","yaro",1,2421,3,3,1,2,"yes","0",2,4842,0
"14527",20230518,7,3,"bonobos","yaro",2,2422,2,2,1,1,"yes","0",1,4843,0
"14530",20230518,7,3,"bonobos","yaro",2,2422,3,3,1,1,"yes","0",1,4844,0
"14531",20230518,7,3,"bonobos","yaro",2,2422,3,3,1,2,"yes","0",2,4844,0
"14533",20230518,7,3,"bonobos","yaro",3,2423,2,2,1,1,"yes","0",1,4845,0
"14536",20230518,7,3,"bonobos","yaro",3,2423,3,3,1,1,"yes","0",1,4846,0
"14537",20230518,7,3,"bonobos","yaro",3,2423,3,3,1,2,"yes","0",2,4846,0
"14539",20230518,7,3,"bonobos","yaro",4,2424,2,2,1,1,"yes","0",1,4847,0
"14542",20230518,7,3,"bonobos","yaro",4,2424,3,3,1,1,"yes","0",1,4848,0
"14543",20230518,7,3,"bonobos","yaro",4,2424,3,3,1,2,"yes","0",2,4848,0
"14545",20230518,7,3,"bonobos","yaro",5,2425,2,2,1,1,"yes","0",1,4849,0
"14548",20230518,7,3,"bonobos","yaro",5,2425,3,3,1,1,"yes","0",1,4850,0
"14549",20230518,7,3,"bonobos","yaro",5,2425,3,3,1,2,"yes","0",2,4850,0
"14551",20230518,7,3,"bonobos","yaro",6,2426,2,2,1,1,"yes","0",1,4851,0
"14554",20230518,7,3,"bonobos","yaro",6,2426,3,3,1,1,"yes","0",1,4852,0
"14555",20230518,7,3,"bonobos","yaro",6,2426,3,3,1,2,"yes","0",2,4852,0
"14557",20230518,7,3,"bonobos","yaro",7,2427,2,2,1,1,"yes","0",1,4853,0
"14560",20230518,7,3,"bonobos","yaro",7,2427,3,3,1,1,"yes","0",1,4854,0
"14561",20230518,7,3,"bonobos","yaro",7,2427,3,3,1,2,"yes","0",2,4854,0
"14563",20230518,7,3,"bonobos","yaro",8,2428,2,2,1,1,"yes","0",1,4855,0
"14566",20230518,7,3,"bonobos","yaro",8,2428,3,3,1,1,"yes","0",1,4856,0
"14567",20230518,7,3,"bonobos","yaro",8,2428,3,3,1,2,"yes","0",2,4856,0
"14569",20230518,7,3,"bonobos","yaro",9,2429,2,2,1,1,"yes","0",1,4857,0
"14572",20230518,7,3,"bonobos","yaro",9,2429,3,3,1,1,"yes","0",1,4858,0
"14573",20230518,7,3,"bonobos","yaro",9,2429,3,3,1,2,"yes","0",2,4858,0
"14575",20230518,7,3,"bonobos","yaro",10,2430,2,2,1,1,"yes","0",1,4859,0
"14578",20230518,7,3,"bonobos","yaro",10,2430,3,3,1,1,"yes","0",1,4860,0
"14579",20230518,7,3,"bonobos","yaro",10,2430,3,3,1,2,"yes","0",2,4860,0
"14581",20230518,7,3,"bonobos","yaro",11,2431,2,2,1,1,"yes","0",1,4861,0
"14584",20230518,7,3,"bonobos","yaro",11,2431,3,3,1,1,"yes","0",1,4862,0
"14585",20230518,7,3,"bonobos","yaro",11,2431,3,3,1,2,"yes","0",2,4862,0
"14587",20230518,7,3,"bonobos","yaro",12,2432,2,2,1,1,"yes","0",1,4863,0
"14590",20230518,7,3,"bonobos","yaro",12,2432,3,3,1,1,"yes","0",1,4864,0
"14591",20230518,7,3,"bonobos","yaro",12,2432,3,3,1,2,"yes","0",2,4864,0
"14594",20230518,7,3,"bonobos","tayo",1,2433,2,2,0,1,"yes","0",2,4865,1
"14597",20230518,7,3,"bonobos","tayo",1,2433,3,3,1,2,"no","1",2,4866,0
"14600",20230518,7,3,"bonobos","tayo",2,2434,2,3,1,1,"yes","0",2,4867,0
"14603",20230518,7,3,"bonobos","tayo",2,2434,3,3,0,1,"yes","0",2,4868,0
"14604",20230518,7,3,"bonobos","tayo",2,2434,3,3,0,2,"yes","0",3,4868,1
"14605",20230518,7,3,"bonobos","tayo",3,2435,2,2,1,1,"yes","0",1,4869,0
"14608",20230518,7,3,"bonobos","tayo",3,2435,3,3,1,1,"yes","0",1,4870,0
"14609",20230518,7,3,"bonobos","tayo",3,2435,3,3,1,2,"yes","0",2,4870,0
"14612",20230518,7,3,"bonobos","tayo",4,2436,2,3,1,1,"yes","0",2,4871,0
"14615",20230518,7,3,"bonobos","tayo",4,2436,3,1,1,1,"yes","0",2,4872,0
"14616",20230518,7,3,"bonobos","tayo",4,2436,3,1,1,2,"yes","0",3,4872,0
"14618",20230518,7,3,"bonobos","tayo",5,2437,2,3,1,1,"yes","0",2,4873,0
"14621",20230518,7,3,"bonobos","tayo",5,2437,3,2,0,1,"yes","0",2,4874,1
"14622",20230518,7,3,"bonobos","tayo",5,2437,3,2,0,2,"yes","0",3,4874,0
"14624",20230518,7,3,"bonobos","tayo",6,2438,2,3,1,1,"yes","0",2,4875,0
"14627",20230518,7,3,"bonobos","tayo",6,2438,3,2,0,1,"yes","0",2,4876,1
"14628",20230518,7,3,"bonobos","tayo",6,2438,3,2,0,2,"yes","0",3,4876,0
"14630",20230518,7,3,"bonobos","tayo",7,2439,2,3,1,1,"yes","0",2,4877,0
"14633",20230518,7,3,"bonobos","tayo",7,2439,3,1,1,1,"yes","0",2,4878,0
"14634",20230518,7,3,"bonobos","tayo",7,2439,3,1,1,2,"yes","0",3,4878,0
"14636",20230518,7,3,"bonobos","tayo",8,2440,2,3,1,1,"yes","0",2,4879,0
"14639",20230518,7,3,"bonobos","tayo",8,2440,3,1,1,1,"yes","0",2,4880,0
"14640",20230518,7,3,"bonobos","tayo",8,2440,3,1,1,2,"yes","0",3,4880,0
"14642",20230518,7,3,"bonobos","tayo",9,2441,2,3,1,1,"yes","0",2,4881,0
"14645",20230518,7,3,"bonobos","tayo",9,2441,3,1,1,1,"yes","0",2,4882,0
"14646",20230518,7,3,"bonobos","tayo",9,2441,3,1,1,2,"yes","0",3,4882,0
"14648",20230518,7,3,"bonobos","tayo",10,2442,2,3,1,1,"yes","0",2,4883,0
"14651",20230518,7,3,"bonobos","tayo",10,2442,3,1,1,1,"yes","0",2,4884,0
"14652",20230518,7,3,"bonobos","tayo",10,2442,3,1,1,2,"yes","0",3,4884,0
"14653",20230518,7,3,"bonobos","tayo",11,2443,2,2,1,1,"yes","0",1,4885,0
"14656",20230518,7,3,"bonobos","tayo",11,2443,3,3,1,1,"yes","0",1,4886,0
"14657",20230518,7,3,"bonobos","tayo",11,2443,3,3,1,2,"yes","0",2,4886,0
"14660",20230518,7,3,"bonobos","tayo",12,2444,2,3,1,1,"yes","0",2,4887,0
"14663",20230518,7,3,"bonobos","tayo",12,2444,3,1,1,1,"yes","0",2,4888,0
"14664",20230518,7,3,"bonobos","tayo",12,2444,3,1,1,2,"yes","0",3,4888,0
"14665",20230518,7,3,"bonobos","amira",1,2445,2,3,1,1,"yes","0",1,4889,0
"14668",20230518,7,3,"bonobos","amira",1,2445,3,3,0,1,"yes","0",1,4890,0
"14670",20230518,7,3,"bonobos","amira",1,2445,3,3,0,2,"yes","0",3,4890,1
"14673",20230518,7,3,"bonobos","amira",2,2446,2,3,0,1,"yes","0",3,4891,1
"14676",20230518,7,3,"bonobos","amira",2,2446,3,3,0,2,"no","1",3,4892,1
"14678",20230518,7,3,"bonobos","amira",3,2447,2,3,1,1,"yes","0",2,4893,0
"14681",20230518,7,3,"bonobos","amira",3,2447,3,3,0,1,"yes","0",2,4894,0
"14682",20230518,7,3,"bonobos","amira",3,2447,3,3,0,2,"yes","0",3,4894,1
"14683",20230518,7,3,"bonobos","amira",4,2448,2,2,1,1,"yes","0",1,4895,0
"14686",20230518,7,3,"bonobos","amira",4,2448,3,2,0,1,"yes","0",1,4896,0
"14687",20230518,7,3,"bonobos","amira",4,2448,3,2,0,2,"yes","0",2,4896,1
"14691",20230518,7,3,"bonobos","amira",5,2449,2,3,0,1,"yes","0",3,4897,1
"14694",20230518,7,3,"bonobos","amira",5,2449,3,1,1,2,"no","1",3,4898,0
"14695",20230518,7,3,"bonobos","amira",6,2450,2,3,1,1,"yes","0",1,4899,0
"14698",20230518,7,3,"bonobos","amira",6,2450,3,3,0,1,"yes","0",1,4900,0
"14700",20230518,7,3,"bonobos","amira",6,2450,3,3,0,2,"yes","0",3,4900,1
"14701",20230518,7,3,"bonobos","amira",7,2451,2,3,1,1,"yes","0",1,4901,0
"14704",20230518,7,3,"bonobos","amira",7,2451,3,2,1,1,"yes","0",1,4902,0
"14706",20230518,7,3,"bonobos","amira",7,2451,3,2,1,2,"yes","0",3,4902,0
"14707",20230518,7,3,"bonobos","amira",8,2452,2,1,0,1,"yes","0",1,4903,1
"14710",20230518,7,3,"bonobos","amira",8,2452,3,3,1,2,"no","1",1,4904,0
"14714",20230518,7,3,"bonobos","lexi",1,2453,2,1,1,1,"yes","0",2,4905,0
"14716",20230518,7,3,"bonobos","lexi",1,2453,3,3,1,2,"yes","0",1,4906,0
"14717",20230518,7,3,"bonobos","lexi",1,2453,3,3,1,1,"yes","0",2,4906,0
"14719",20230518,7,3,"bonobos","lexi",2,2454,2,2,1,1,"yes","0",1,4907,0
"14722",20230518,7,3,"bonobos","lexi",2,2454,3,3,1,1,"yes","0",1,4908,0
"14723",20230518,7,3,"bonobos","lexi",2,2454,3,3,1,2,"yes","0",2,4908,0
"14725",20230518,7,3,"bonobos","lexi",3,2455,2,2,1,1,"yes","0",1,4909,0
"14728",20230518,7,3,"bonobos","lexi",3,2455,3,3,1,1,"yes","0",1,4910,0
"14729",20230518,7,3,"bonobos","lexi",3,2455,3,3,1,2,"yes","0",2,4910,0
"14732",20230518,7,3,"bonobos","lexi",4,2456,2,1,1,1,"yes","0",2,4911,0
"14734",20230518,7,3,"bonobos","lexi",4,2456,3,3,1,2,"yes","0",1,4912,0
"14735",20230518,7,3,"bonobos","lexi",4,2456,3,3,1,1,"yes","0",2,4912,0
"14737",20230518,7,3,"bonobos","lexi",5,2457,2,2,1,1,"yes","0",1,4913,0
"14740",20230518,7,3,"bonobos","lexi",5,2457,3,3,1,1,"yes","0",1,4914,0
"14741",20230518,7,3,"bonobos","lexi",5,2457,3,3,1,2,"yes","0",2,4914,0
"14744",20230518,7,3,"bonobos","lexi",6,2458,2,1,1,1,"yes","0",2,4915,0
"14746",20230518,7,3,"bonobos","lexi",6,2458,3,3,1,2,"yes","0",1,4916,0
"14747",20230518,7,3,"bonobos","lexi",6,2458,3,3,1,1,"yes","0",2,4916,0
"14749",20230518,7,3,"bonobos","lexi",7,2459,2,2,1,1,"yes","0",1,4917,0
"14752",20230518,7,3,"bonobos","lexi",7,2459,3,3,1,1,"yes","0",1,4918,0
"14753",20230518,7,3,"bonobos","lexi",7,2459,3,3,1,2,"yes","0",2,4918,0
"14756",20230518,7,3,"bonobos","lexi",8,2460,2,1,1,1,"yes","0",2,4919,0
"14758",20230518,7,3,"bonobos","lexi",8,2460,3,3,1,2,"yes","0",1,4920,0
"14759",20230518,7,3,"bonobos","lexi",8,2460,3,3,1,1,"yes","0",2,4920,0
"14761",20230518,7,3,"bonobos","lexi",9,2461,2,2,1,1,"yes","0",1,4921,0
"14764",20230518,7,3,"bonobos","lexi",9,2461,3,3,1,1,"yes","0",1,4922,0
"14765",20230518,7,3,"bonobos","lexi",9,2461,3,3,1,2,"yes","0",2,4922,0
"14767",20230518,7,3,"bonobos","lexi",10,2462,2,2,1,1,"yes","0",1,4923,0
"14770",20230518,7,3,"bonobos","lexi",10,2462,3,3,1,1,"yes","0",1,4924,0
"14771",20230518,7,3,"bonobos","lexi",10,2462,3,3,1,2,"yes","0",2,4924,0
"14773",20230518,7,3,"bonobos","lexi",11,2463,2,2,1,1,"yes","0",1,4925,0
"14776",20230518,7,3,"bonobos","lexi",11,2463,3,3,1,1,"yes","0",1,4926,0
"14777",20230518,7,3,"bonobos","lexi",11,2463,3,3,1,2,"yes","0",2,4926,0
"14779",20230518,7,3,"bonobos","lexi",12,2464,2,2,1,1,"yes","0",1,4927,0
"14782",20230518,7,3,"bonobos","lexi",12,2464,3,3,1,1,"yes","0",1,4928,0
"14783",20230518,7,3,"bonobos","lexi",12,2464,3,3,1,2,"yes","0",2,4928,0
"14786",20230721,8,3,"bonobos","joey",1,2465,2,3,1,1,"yes","0",2,4929,0
"14789",20230721,8,3,"bonobos","joey",1,2465,3,3,0,1,"yes","0",2,4930,0
"14790",20230721,8,3,"bonobos","joey",1,2465,3,3,0,2,"yes","0",3,4930,1
"14793",20230721,8,3,"bonobos","joey",2,2466,2,2,1,1,"yes","0",3,4931,0
"14795",20230721,8,3,"bonobos","joey",2,2466,3,1,1,2,"yes","0",2,4932,0
"14796",20230721,8,3,"bonobos","joey",2,2466,3,1,1,1,"yes","0",3,4932,0
"14799",20230721,8,3,"bonobos","joey",3,2467,2,2,1,1,"yes","0",3,4933,0
"14801",20230721,8,3,"bonobos","joey",3,2467,3,2,0,2,"yes","0",2,4934,1
"14802",20230721,8,3,"bonobos","joey",3,2467,3,2,0,1,"yes","0",3,4934,0
"14805",20230721,8,3,"bonobos","joey",4,2468,2,1,1,1,"yes","0",3,4935,0
"14806",20230721,8,3,"bonobos","joey",4,2468,3,2,1,2,"yes","0",1,4936,0
"14808",20230721,8,3,"bonobos","joey",4,2468,3,2,1,1,"yes","0",3,4936,0
"14811",20230721,8,3,"bonobos","joey",5,2469,2,1,1,1,"yes","0",3,4937,0
"14812",20230721,8,3,"bonobos","joey",5,2469,3,3,0,2,"yes","0",1,4938,0
"14814",20230721,8,3,"bonobos","joey",5,2469,3,3,0,1,"yes","0",3,4938,1
"14817",20230721,8,3,"bonobos","joey",6,2470,2,2,1,1,"yes","0",3,4939,0
"14819",20230721,8,3,"bonobos","joey",6,2470,3,1,1,2,"yes","0",2,4940,0
"14820",20230721,8,3,"bonobos","joey",6,2470,3,1,1,1,"yes","0",3,4940,0
"14822",20230721,8,3,"bonobos","jasongo",1,2471,2,3,1,1,"yes","0",2,4941,0
"14825",20230721,8,3,"bonobos","jasongo",1,2471,3,1,1,1,"yes","0",2,4942,0
"14826",20230721,8,3,"bonobos","jasongo",1,2471,3,1,1,2,"yes","0",3,4942,0
"14829",20230721,8,3,"bonobos","jasongo",2,2472,2,2,1,1,"yes","0",3,4943,0
"14831",20230721,8,3,"bonobos","jasongo",2,2472,3,1,1,2,"yes","0",2,4944,0
"14832",20230721,8,3,"bonobos","jasongo",2,2472,3,1,1,1,"yes","0",3,4944,0
"14835",20230721,8,3,"bonobos","jasongo",3,2473,2,2,1,1,"yes","0",3,4945,0
"14837",20230721,8,3,"bonobos","jasongo",3,2473,3,1,1,2,"yes","0",2,4946,0
"14838",20230721,8,3,"bonobos","jasongo",3,2473,3,1,1,1,"yes","0",3,4946,0
"14840",20230721,8,3,"bonobos","jasongo",4,2474,2,3,1,1,"yes","0",2,4947,0
"14843",20230721,8,3,"bonobos","jasongo",4,2474,3,1,1,1,"yes","0",2,4948,0
"14844",20230721,8,3,"bonobos","jasongo",4,2474,3,1,1,2,"yes","0",3,4948,0
"14846",20230721,8,3,"bonobos","jasongo",5,2475,2,1,1,1,"yes","0",2,4949,0
"14848",20230721,8,3,"bonobos","jasongo",5,2475,3,3,1,2,"yes","0",1,4950,0
"14849",20230721,8,3,"bonobos","jasongo",5,2475,3,3,1,1,"yes","0",2,4950,0
"14853",20230721,8,3,"bonobos","jasongo",6,2476,2,2,1,1,"yes","0",3,4951,0
"14855",20230721,8,3,"bonobos","jasongo",6,2476,3,1,1,2,"yes","0",2,4952,0
"14856",20230721,8,3,"bonobos","jasongo",6,2476,3,1,1,1,"yes","0",3,4952,0
"14859",20230721,8,3,"bonobos","jasongo",7,2477,2,2,1,1,"yes","0",3,4953,0
"14861",20230721,8,3,"bonobos","jasongo",7,2477,3,1,1,2,"yes","0",2,4954,0
"14862",20230721,8,3,"bonobos","jasongo",7,2477,3,1,1,1,"yes","0",3,4954,0
"14865",20230721,8,3,"bonobos","jasongo",8,2478,2,2,1,1,"yes","0",3,4955,0
"14867",20230721,8,3,"bonobos","jasongo",8,2478,3,1,1,2,"yes","0",2,4956,0
"14868",20230721,8,3,"bonobos","jasongo",8,2478,3,1,1,1,"yes","0",3,4956,0
"14870",20230721,8,3,"bonobos","jasongo",9,2479,2,3,1,1,"yes","0",2,4957,0
"14873",20230721,8,3,"bonobos","jasongo",9,2479,3,1,1,1,"yes","0",2,4958,0
"14874",20230721,8,3,"bonobos","jasongo",9,2479,3,1,1,2,"yes","0",3,4958,0
"14877",20230721,8,3,"bonobos","jasongo",10,2480,2,1,1,1,"yes","0",3,4959,0
"14878",20230721,8,3,"bonobos","jasongo",10,2480,3,2,1,2,"yes","0",1,4960,0
"14880",20230721,8,3,"bonobos","jasongo",10,2480,3,2,1,1,"yes","0",3,4960,0
"14883",20230721,8,3,"bonobos","jasongo",11,2481,2,2,1,1,"yes","0",3,4961,0
"14885",20230721,8,3,"bonobos","jasongo",11,2481,3,1,1,2,"yes","0",2,4962,0
"14886",20230721,8,3,"bonobos","jasongo",11,2481,3,1,1,1,"yes","0",3,4962,0
"14889",20230721,8,3,"bonobos","jasongo",12,2482,2,2,1,1,"yes","0",3,4963,0
"14891",20230721,8,3,"bonobos","jasongo",12,2482,3,1,1,2,"yes","0",2,4964,0
"14892",20230721,8,3,"bonobos","jasongo",12,2482,3,1,1,1,"yes","0",3,4964,0
"14895",20230721,8,3,"bonobos","kuno",1,2483,2,2,1,1,"yes","0",3,4965,0
"14897",20230721,8,3,"bonobos","kuno",1,2483,3,1,1,2,"yes","0",2,4966,0
"14898",20230721,8,3,"bonobos","kuno",1,2483,3,1,1,1,"yes","0",3,4966,0
"14899",20230721,8,3,"bonobos","kuno",2,2484,2,2,1,1,"yes","0",1,4967,0
"14902",20230721,8,3,"bonobos","kuno",2,2484,3,3,1,1,"yes","0",1,4968,0
"14903",20230721,8,3,"bonobos","kuno",2,2484,3,3,1,2,"yes","0",2,4968,0
"14906",20230721,8,3,"bonobos","kuno",3,2485,2,1,1,1,"yes","0",2,4969,0
"14908",20230721,8,3,"bonobos","kuno",3,2485,3,3,1,2,"yes","0",1,4970,0
"14909",20230721,8,3,"bonobos","kuno",3,2485,3,3,1,1,"yes","0",2,4970,0
"14912",20230721,8,3,"bonobos","kuno",4,2486,2,3,1,1,"yes","0",2,4971,0
"14915",20230721,8,3,"bonobos","kuno",4,2486,3,1,1,1,"yes","0",2,4972,0
"14916",20230721,8,3,"bonobos","kuno",4,2486,3,1,1,2,"yes","0",3,4972,0
"14918",20230721,8,3,"bonobos","kuno",5,2487,2,1,1,1,"yes","0",2,4973,0
"14920",20230721,8,3,"bonobos","kuno",5,2487,3,3,1,2,"yes","0",1,4974,0
