"","date","time_point","session","group","subject","trial","trial.id","choice.nr.within.trial","choice.where","choice.correct","last.choice","previous.correct","any.error.earlier","cup.id","choice.id","error.ny"
"4497",20230225,6,3,"a_chimp","makeni",4,750,2,2,1,1,"yes","0",3,1499,0
"4499",20230225,6,3,"a_chimp","makeni",4,750,3,1,1,2,"yes","0",2,1500,0
"4500",20230225,6,3,"a_chimp","makeni",4,750,3,1,1,1,"yes","0",3,1500,0
"4503",20230225,6,3,"a_chimp","makeni",5,751,2,2,1,1,"yes","0",3,1501,0
"4505",20230225,6,3,"a_chimp","makeni",5,751,3,1,1,2,"yes","0",2,1502,0
"4506",20230225,6,3,"a_chimp","makeni",5,751,3,1,1,1,"yes","0",3,1502,0
"4509",20230225,6,3,"a_chimp","makeni",6,752,2,2,1,1,"yes","0",3,1503,0
"4511",20230225,6,3,"a_chimp","makeni",6,752,3,1,1,2,"yes","0",2,1504,0
"4512",20230225,6,3,"a_chimp","makeni",6,752,3,1,1,1,"yes","0",3,1504,0
"4515",20230225,6,3,"a_chimp","makeni",7,753,2,2,1,1,"yes","0",3,1505,0
"4517",20230225,6,3,"a_chimp","makeni",7,753,3,1,1,2,"yes","0",2,1506,0
"4518",20230225,6,3,"a_chimp","makeni",7,753,3,1,1,1,"yes","0",3,1506,0
"4521",20230225,6,3,"a_chimp","makeni",8,754,2,2,1,1,"yes","0",3,1507,0
"4523",20230225,6,3,"a_chimp","makeni",8,754,3,1,1,2,"yes","0",2,1508,0
"4524",20230225,6,3,"a_chimp","makeni",8,754,3,1,1,1,"yes","0",3,1508,0
"4527",20230225,6,3,"a_chimp","makeni",9,755,2,2,1,1,"yes","0",3,1509,0
"4529",20230225,6,3,"a_chimp","makeni",9,755,3,1,1,2,"yes","0",2,1510,0
"4530",20230225,6,3,"a_chimp","makeni",9,755,3,1,1,1,"yes","0",3,1510,0
"4533",20230225,6,3,"a_chimp","makeni",10,756,2,2,1,1,"yes","0",3,1511,0
"4535",20230225,6,3,"a_chimp","makeni",10,756,3,1,1,2,"yes","0",2,1512,0
"4536",20230225,6,3,"a_chimp","makeni",10,756,3,1,1,1,"yes","0",3,1512,0
"4539",20230225,6,3,"a_chimp","makeni",11,757,2,2,1,1,"yes","0",3,1513,0
"4541",20230225,6,3,"a_chimp","makeni",11,757,3,1,1,2,"yes","0",2,1514,0
"4542",20230225,6,3,"a_chimp","makeni",11,757,3,1,1,1,"yes","0",3,1514,0
"4545",20230225,6,3,"a_chimp","makeni",12,758,2,2,1,1,"yes","0",3,1515,0
"4547",20230225,6,3,"a_chimp","makeni",12,758,3,1,1,2,"yes","0",2,1516,0
"4548",20230225,6,3,"a_chimp","makeni",12,758,3,1,1,1,"yes","0",3,1516,0
"4549",20230225,6,3,"a_chimp","youma",1,759,2,2,1,1,"yes","0",1,1517,0
"4552",20230225,6,3,"a_chimp","youma",1,759,3,3,1,1,"yes","0",1,1518,0
"4553",20230225,6,3,"a_chimp","youma",1,759,3,3,1,2,"yes","0",2,1518,0
"4556",20230225,6,3,"a_chimp","youma",2,760,2,3,1,1,"yes","0",2,1519,0
"4559",20230225,6,3,"a_chimp","youma",2,760,3,1,1,1,"yes","0",2,1520,0
"4560",20230225,6,3,"a_chimp","youma",2,760,3,1,1,2,"yes","0",3,1520,0
"4563",20230225,6,3,"a_chimp","youma",3,761,2,2,1,1,"yes","0",3,1521,0
"4565",20230225,6,3,"a_chimp","youma",3,761,3,2,0,2,"yes","0",2,1522,1
"4566",20230225,6,3,"a_chimp","youma",3,761,3,2,0,1,"yes","0",3,1522,0
"4567",20230225,6,3,"a_chimp","youma",4,762,2,2,1,1,"yes","0",1,1523,0
"4570",20230225,6,3,"a_chimp","youma",4,762,3,3,1,1,"yes","0",1,1524,0
"4571",20230225,6,3,"a_chimp","youma",4,762,3,3,1,2,"yes","0",2,1524,0
"4574",20230225,6,3,"a_chimp","youma",5,763,2,2,0,1,"yes","0",2,1525,1
"4577",20230225,6,3,"a_chimp","youma",5,763,3,2,0,2,"no","1",2,1526,1
"4579",20230225,6,3,"a_chimp","youma",6,764,2,2,1,1,"yes","0",1,1527,0
"4582",20230225,6,3,"a_chimp","youma",6,764,3,3,1,1,"yes","0",1,1528,0
"4583",20230225,6,3,"a_chimp","youma",6,764,3,3,1,2,"yes","0",2,1528,0
"4585",20230225,6,3,"a_chimp","youma",7,765,2,2,1,1,"yes","0",1,1529,0
"4588",20230225,6,3,"a_chimp","youma",7,765,3,2,0,1,"yes","0",1,1530,0
"4589",20230225,6,3,"a_chimp","youma",7,765,3,2,0,2,"yes","0",2,1530,1
"4591",20230225,6,3,"a_chimp","youma",8,766,2,2,1,1,"yes","0",1,1531,0
"4594",20230225,6,3,"a_chimp","youma",8,766,3,2,0,1,"yes","0",1,1532,0
"4595",20230225,6,3,"a_chimp","youma",8,766,3,2,0,2,"yes","0",2,1532,1
"4597",20230225,6,3,"a_chimp","youma",9,767,2,2,1,1,"yes","0",1,1533,0
"4600",20230225,6,3,"a_chimp","youma",9,767,3,2,0,1,"yes","0",1,1534,0
"4601",20230225,6,3,"a_chimp","youma",9,767,3,2,0,2,"yes","0",2,1534,1
"4603",20230225,6,3,"a_chimp","youma",10,768,2,2,1,1,"yes","0",1,1535,0
"4606",20230225,6,3,"a_chimp","youma",10,768,3,1,0,1,"yes","0",1,1536,1
"4607",20230225,6,3,"a_chimp","youma",10,768,3,1,0,2,"yes","0",2,1536,0
"4609",20230225,6,3,"a_chimp","youma",11,769,2,2,1,1,"yes","0",1,1537,0
"4612",20230225,6,3,"a_chimp","youma",11,769,3,2,0,1,"yes","0",1,1538,0
"4613",20230225,6,3,"a_chimp","youma",11,769,3,2,0,2,"yes","0",2,1538,1
"4615",20230225,6,3,"a_chimp","youma",12,770,2,2,1,1,"yes","0",1,1539,0
"4618",20230225,6,3,"a_chimp","youma",12,770,3,2,0,1,"yes","0",1,1540,0
"4619",20230225,6,3,"a_chimp","youma",12,770,3,2,0,2,"yes","0",2,1540,1
"4623",20230301,6,3,"a_chimp","frodo",1,771,2,2,1,1,"yes","0",3,1541,0
"4625",20230301,6,3,"a_chimp","frodo",1,771,3,1,1,2,"yes","0",2,1542,0
"4626",20230301,6,3,"a_chimp","frodo",1,771,3,1,1,1,"yes","0",3,1542,0
"4629",20230301,6,3,"a_chimp","frodo",2,772,2,1,1,1,"yes","0",3,1543,0
"4630",20230301,6,3,"a_chimp","frodo",2,772,3,2,1,2,"yes","0",1,1544,0
"4632",20230301,6,3,"a_chimp","frodo",2,772,3,2,1,1,"yes","0",3,1544,0
"4634",20230301,6,3,"a_chimp","frodo",3,773,2,1,1,1,"yes","0",2,1545,0
"4636",20230301,6,3,"a_chimp","frodo",3,773,3,3,1,2,"yes","0",1,1546,0
"4637",20230301,6,3,"a_chimp","frodo",3,773,3,3,1,1,"yes","0",2,1546,0
"4639",20230301,6,3,"a_chimp","frodo",4,774,2,2,1,1,"yes","0",1,1547,0
"4642",20230301,6,3,"a_chimp","frodo",4,774,3,3,1,1,"yes","0",1,1548,0
"4643",20230301,6,3,"a_chimp","frodo",4,774,3,3,1,2,"yes","0",2,1548,0
"4647",20230301,6,3,"a_chimp","frodo",5,775,2,1,1,1,"yes","0",3,1549,0
"4648",20230301,6,3,"a_chimp","frodo",5,775,3,2,1,2,"yes","0",1,1550,0
"4650",20230301,6,3,"a_chimp","frodo",5,775,3,2,1,1,"yes","0",3,1550,0
"4652",20230301,6,3,"a_chimp","frodo",6,776,2,3,1,1,"yes","0",2,1551,0
"4655",20230301,6,3,"a_chimp","frodo",6,776,3,1,1,1,"yes","0",2,1552,0
"4656",20230301,6,3,"a_chimp","frodo",6,776,3,1,1,2,"yes","0",3,1552,0
"4659",20230301,6,3,"a_chimp","frodo",7,777,2,1,1,1,"yes","0",3,1553,0
"4660",20230301,6,3,"a_chimp","frodo",7,777,3,2,1,2,"yes","0",1,1554,0
"4662",20230301,6,3,"a_chimp","frodo",7,777,3,2,1,1,"yes","0",3,1554,0
"4664",20230301,6,3,"a_chimp","frodo",8,778,2,1,1,1,"yes","0",2,1555,0
"4666",20230301,6,3,"a_chimp","frodo",8,778,3,3,1,2,"yes","0",1,1556,0
"4667",20230301,6,3,"a_chimp","frodo",8,778,3,3,1,1,"yes","0",2,1556,0
"4671",20230301,6,3,"a_chimp","frodo",9,779,2,1,1,1,"yes","0",3,1557,0
"4672",20230301,6,3,"a_chimp","frodo",9,779,3,2,1,2,"yes","0",1,1558,0
"4674",20230301,6,3,"a_chimp","frodo",9,779,3,2,1,1,"yes","0",3,1558,0
"4677",20230301,6,3,"a_chimp","frodo",10,780,2,1,1,1,"yes","0",3,1559,0
"4678",20230301,6,3,"a_chimp","frodo",10,780,3,2,1,2,"yes","0",1,1560,0
"4680",20230301,6,3,"a_chimp","frodo",10,780,3,2,1,1,"yes","0",3,1560,0
"4682",20230301,6,3,"a_chimp","frodo",11,781,2,3,1,1,"yes","0",2,1561,0
"4685",20230301,6,3,"a_chimp","frodo",11,781,3,1,1,1,"yes","0",2,1562,0
"4686",20230301,6,3,"a_chimp","frodo",11,781,3,1,1,2,"yes","0",3,1562,0
"4688",20230301,6,3,"a_chimp","frodo",12,782,2,1,1,1,"yes","0",2,1563,0
"4690",20230301,6,3,"a_chimp","frodo",12,782,3,2,0,2,"yes","0",1,1564,0
"4691",20230301,6,3,"a_chimp","frodo",12,782,3,2,0,1,"yes","0",2,1564,1
"4695",20230301,6,3,"a_chimp","riet",1,783,2,1,1,1,"yes","0",3,1565,0
"4696",20230301,6,3,"a_chimp","riet",1,783,3,2,1,2,"yes","0",1,1566,0
"4698",20230301,6,3,"a_chimp","riet",1,783,3,2,1,1,"yes","0",3,1566,0
"4701",20230301,6,3,"a_chimp","riet",2,784,2,2,1,1,"yes","0",3,1567,0
"4703",20230301,6,3,"a_chimp","riet",2,784,3,1,1,2,"yes","0",2,1568,0
"4704",20230301,6,3,"a_chimp","riet",2,784,3,1,1,1,"yes","0",3,1568,0
"4707",20230301,6,3,"a_chimp","riet",3,785,2,2,1,1,"yes","0",3,1569,0
"4709",20230301,6,3,"a_chimp","riet",3,785,3,1,1,2,"yes","0",2,1570,0
"4710",20230301,6,3,"a_chimp","riet",3,785,3,1,1,1,"yes","0",3,1570,0
"4711",20230301,6,3,"a_chimp","riet",4,786,2,3,1,1,"yes","0",1,1571,0
"4714",20230301,6,3,"a_chimp","riet",4,786,3,2,1,1,"yes","0",1,1572,0
"4716",20230301,6,3,"a_chimp","riet",4,786,3,2,1,2,"yes","0",3,1572,0
"4717",20230301,6,3,"a_chimp","riet",5,787,2,3,1,1,"yes","0",1,1573,0
"4720",20230301,6,3,"a_chimp","riet",5,787,3,2,1,1,"yes","0",1,1574,0
"4722",20230301,6,3,"a_chimp","riet",5,787,3,2,1,2,"yes","0",3,1574,0
"4725",20230301,6,3,"a_chimp","riet",6,788,2,2,1,1,"yes","0",3,1575,0
"4727",20230301,6,3,"a_chimp","riet",6,788,3,1,1,2,"yes","0",2,1576,0
"4728",20230301,6,3,"a_chimp","riet",6,788,3,1,1,1,"yes","0",3,1576,0
"4731",20230301,6,3,"a_chimp","riet",7,789,2,2,1,1,"yes","0",3,1577,0
"4733",20230301,6,3,"a_chimp","riet",7,789,3,1,1,2,"yes","0",2,1578,0
"4734",20230301,6,3,"a_chimp","riet",7,789,3,1,1,1,"yes","0",3,1578,0
"4737",20230301,6,3,"a_chimp","riet",8,790,2,2,1,1,"yes","0",3,1579,0
"4739",20230301,6,3,"a_chimp","riet",8,790,3,1,1,2,"yes","0",2,1580,0
"4740",20230301,6,3,"a_chimp","riet",8,790,3,1,1,1,"yes","0",3,1580,0
"4741",20230301,6,3,"a_chimp","riet",9,791,2,2,1,1,"yes","0",1,1581,0
"4744",20230301,6,3,"a_chimp","riet",9,791,3,3,1,1,"yes","0",1,1582,0
"4745",20230301,6,3,"a_chimp","riet",9,791,3,3,1,2,"yes","0",2,1582,0
"4749",20230301,6,3,"a_chimp","riet",10,792,2,2,1,1,"yes","0",3,1583,0
"4751",20230301,6,3,"a_chimp","riet",10,792,3,1,1,2,"yes","0",2,1584,0
"4752",20230301,6,3,"a_chimp","riet",10,792,3,1,1,1,"yes","0",3,1584,0
"4755",20230301,6,3,"a_chimp","riet",11,793,2,2,1,1,"yes","0",3,1585,0
"4757",20230301,6,3,"a_chimp","riet",11,793,3,1,1,2,"yes","0",2,1586,0
"4758",20230301,6,3,"a_chimp","riet",11,793,3,1,1,1,"yes","0",3,1586,0
"4761",20230301,6,3,"a_chimp","riet",12,794,2,2,1,1,"yes","0",3,1587,0
"4763",20230301,6,3,"a_chimp","riet",12,794,3,1,1,2,"yes","0",2,1588,0
"4764",20230301,6,3,"a_chimp","riet",12,794,3,1,1,1,"yes","0",3,1588,0
"4765",20230301,6,3,"a_chimp","kisha",1,795,2,1,0,1,"yes","0",1,1589,1
"4768",20230301,6,3,"a_chimp","kisha",1,795,3,2,1,2,"no","1",1,1590,0
"4771",20230301,6,3,"a_chimp","kisha",2,796,2,2,1,1,"yes","0",1,1591,0
"4774",20230301,6,3,"a_chimp","kisha",2,796,3,3,1,1,"yes","0",1,1592,0
"4775",20230301,6,3,"a_chimp","kisha",2,796,3,3,1,2,"yes","0",2,1592,0
"4777",20230301,6,3,"a_chimp","kisha",3,797,2,2,1,1,"yes","0",1,1593,0
"4780",20230301,6,3,"a_chimp","kisha",3,797,3,3,1,1,"yes","0",1,1594,0
"4781",20230301,6,3,"a_chimp","kisha",3,797,3,3,1,2,"yes","0",2,1594,0
"4784",20230301,6,3,"a_chimp","kisha",4,798,2,1,1,1,"yes","0",2,1595,0
"4786",20230301,6,3,"a_chimp","kisha",4,798,3,2,0,2,"yes","0",1,1596,0
"4787",20230301,6,3,"a_chimp","kisha",4,798,3,2,0,1,"yes","0",2,1596,1
"4789",20230301,6,3,"a_chimp","kisha",5,799,2,3,1,1,"yes","0",1,1597,0
"4792",20230301,6,3,"a_chimp","kisha",5,799,3,3,0,1,"yes","0",1,1598,0
"4794",20230301,6,3,"a_chimp","kisha",5,799,3,3,0,2,"yes","0",3,1598,1
"4796",20230301,6,3,"a_chimp","kisha",6,800,2,3,1,1,"yes","0",2,1599,0
"4799",20230301,6,3,"a_chimp","kisha",6,800,3,2,0,1,"yes","0",2,1600,1
"4800",20230301,6,3,"a_chimp","kisha",6,800,3,2,0,2,"yes","0",3,1600,0
"4801",20230301,6,3,"a_chimp","maja",1,801,2,2,1,1,"yes","0",1,1601,0
"4804",20230301,6,3,"a_chimp","maja",1,801,3,3,1,1,"yes","0",1,1602,0
"4805",20230301,6,3,"a_chimp","maja",1,801,3,3,1,2,"yes","0",2,1602,0
"4807",20230301,6,3,"a_chimp","maja",2,802,2,2,1,1,"yes","0",1,1603,0
"4810",20230301,6,3,"a_chimp","maja",2,802,3,3,1,1,"yes","0",1,1604,0
"4811",20230301,6,3,"a_chimp","maja",2,802,3,3,1,2,"yes","0",2,1604,0
"4813",20230301,6,3,"a_chimp","maja",3,803,2,2,1,1,"yes","0",1,1605,0
"4816",20230301,6,3,"a_chimp","maja",3,803,3,3,1,1,"yes","0",1,1606,0
"4817",20230301,6,3,"a_chimp","maja",3,803,3,3,1,2,"yes","0",2,1606,0
"4819",20230301,6,3,"a_chimp","maja",4,804,2,2,1,1,"yes","0",1,1607,0
"4822",20230301,6,3,"a_chimp","maja",4,804,3,3,1,1,"yes","0",1,1608,0
"4823",20230301,6,3,"a_chimp","maja",4,804,3,3,1,2,"yes","0",2,1608,0
"4825",20230301,6,3,"a_chimp","maja",5,805,2,2,1,1,"yes","0",1,1609,0
"4828",20230301,6,3,"a_chimp","maja",5,805,3,3,1,1,"yes","0",1,1610,0
"4829",20230301,6,3,"a_chimp","maja",5,805,3,3,1,2,"yes","0",2,1610,0
"4831",20230301,6,3,"a_chimp","maja",6,806,2,2,1,1,"yes","0",1,1611,0
"4834",20230301,6,3,"a_chimp","maja",6,806,3,3,1,1,"yes","0",1,1612,0
"4835",20230301,6,3,"a_chimp","maja",6,806,3,3,1,2,"yes","0",2,1612,0
"4837",20230301,6,3,"a_chimp","maja",7,807,2,2,1,1,"yes","0",1,1613,0
"4840",20230301,6,3,"a_chimp","maja",7,807,3,3,1,1,"yes","0",1,1614,0
"4841",20230301,6,3,"a_chimp","maja",7,807,3,3,1,2,"yes","0",2,1614,0
"4843",20230301,6,3,"a_chimp","maja",8,808,2,2,1,1,"yes","0",1,1615,0
"4846",20230301,6,3,"a_chimp","maja",8,808,3,3,1,1,"yes","0",1,1616,0
"4847",20230301,6,3,"a_chimp","maja",8,808,3,3,1,2,"yes","0",2,1616,0
"4849",20230301,6,3,"a_chimp","maja",9,809,2,2,1,1,"yes","0",1,1617,0
"4852",20230301,6,3,"a_chimp","maja",9,809,3,3,1,1,"yes","0",1,1618,0
"4853",20230301,6,3,"a_chimp","maja",9,809,3,3,1,2,"yes","0",2,1618,0
"4855",20230301,6,3,"a_chimp","maja",10,810,2,2,1,1,"yes","0",1,1619,0
"4858",20230301,6,3,"a_chimp","maja",10,810,3,3,1,1,"yes","0",1,1620,0
"4859",20230301,6,3,"a_chimp","maja",10,810,3,3,1,2,"yes","0",2,1620,0
"4861",20230301,6,3,"a_chimp","maja",11,811,2,2,1,1,"yes","0",1,1621,0
"4864",20230301,6,3,"a_chimp","maja",11,811,3,3,1,1,"yes","0",1,1622,0
"4865",20230301,6,3,"a_chimp","maja",11,811,3,3,1,2,"yes","0",2,1622,0
"4869",20230301,6,3,"a_chimp","maja",12,812,2,2,1,1,"yes","0",3,1623,0
"4871",20230301,6,3,"a_chimp","maja",12,812,3,1,1,2,"yes","0",2,1624,0
"4872",20230301,6,3,"a_chimp","maja",12,812,3,1,1,1,"yes","0",3,1624,0
"4875",20230301,6,3,"a_chimp","ohini",1,813,2,2,1,1,"yes","0",3,1625,0
"4877",20230301,6,3,"a_chimp","ohini",1,813,3,1,1,2,"yes","0",2,1626,0
"4878",20230301,6,3,"a_chimp","ohini",1,813,3,1,1,1,"yes","0",3,1626,0
"4881",20230301,6,3,"a_chimp","ohini",2,814,2,1,1,1,"yes","0",3,1627,0
"4882",20230301,6,3,"a_chimp","ohini",2,814,3,2,1,2,"yes","0",1,1628,0
"4884",20230301,6,3,"a_chimp","ohini",2,814,3,2,1,1,"yes","0",3,1628,0
"4886",20230301,6,3,"a_chimp","ohini",3,815,2,3,1,1,"yes","0",2,1629,0
"4889",20230301,6,3,"a_chimp","ohini",3,815,3,1,1,1,"yes","0",2,1630,0
"4890",20230301,6,3,"a_chimp","ohini",3,815,3,1,1,2,"yes","0",3,1630,0
"4893",20230301,6,3,"a_chimp","ohini",4,816,2,2,1,1,"yes","0",3,1631,0
"4895",20230301,6,3,"a_chimp","ohini",4,816,3,1,1,2,"yes","0",2,1632,0
"4896",20230301,6,3,"a_chimp","ohini",4,816,3,1,1,1,"yes","0",3,1632,0
"4899",20230301,6,3,"a_chimp","ohini",5,817,2,2,1,1,"yes","0",3,1633,0
"4901",20230301,6,3,"a_chimp","ohini",5,817,3,1,1,2,"yes","0",2,1634,0
"4902",20230301,6,3,"a_chimp","ohini",5,817,3,1,1,1,"yes","0",3,1634,0
"4905",20230301,6,3,"a_chimp","ohini",6,818,2,2,1,1,"yes","0",3,1635,0
"4907",20230301,6,3,"a_chimp","ohini",6,818,3,1,1,2,"yes","0",2,1636,0
"4908",20230301,6,3,"a_chimp","ohini",6,818,3,1,1,1,"yes","0",3,1636,0
"4911",20230301,6,3,"a_chimp","ohini",7,819,2,2,1,1,"yes","0",3,1637,0
"4913",20230301,6,3,"a_chimp","ohini",7,819,3,1,1,2,"yes","0",2,1638,0
"4914",20230301,6,3,"a_chimp","ohini",7,819,3,1,1,1,"yes","0",3,1638,0
"4917",20230301,6,3,"a_chimp","ohini",8,820,2,2,1,1,"yes","0",3,1639,0
"4919",20230301,6,3,"a_chimp","ohini",8,820,3,1,1,2,"yes","0",2,1640,0
"4920",20230301,6,3,"a_chimp","ohini",8,820,3,1,1,1,"yes","0",3,1640,0
"4923",20230301,6,3,"a_chimp","ohini",9,821,2,2,1,1,"yes","0",3,1641,0
"4925",20230301,6,3,"a_chimp","ohini",9,821,3,1,1,2,"yes","0",2,1642,0
"4926",20230301,6,3,"a_chimp","ohini",9,821,3,1,1,1,"yes","0",3,1642,0
"4929",20230301,6,3,"a_chimp","ohini",10,822,2,2,1,1,"yes","0",3,1643,0
"4931",20230301,6,3,"a_chimp","ohini",10,822,3,1,1,2,"yes","0",2,1644,0
"4932",20230301,6,3,"a_chimp","ohini",10,822,3,1,1,1,"yes","0",3,1644,0
"4935",20230301,6,3,"a_chimp","ohini",11,823,2,2,1,1,"yes","0",3,1645,0
"4937",20230301,6,3,"a_chimp","ohini",11,823,3,1,1,2,"yes","0",2,1646,0
"4938",20230301,6,3,"a_chimp","ohini",11,823,3,1,1,1,"yes","0",3,1646,0
"4941",20230301,6,3,"a_chimp","ohini",12,824,2,2,1,1,"yes","0",3,1647,0
"4943",20230301,6,3,"a_chimp","ohini",12,824,3,1,1,2,"yes","0",2,1648,0
"4944",20230301,6,3,"a_chimp","ohini",12,824,3,1,1,1,"yes","0",3,1648,0
"4947",20230506,7,3,"a_chimp","azibo",1,825,2,2,1,1,"yes","0",3,1649,0
"4949",20230506,7,3,"a_chimp","azibo",1,825,3,1,1,2,"yes","0",2,1650,0
"4950",20230506,7,3,"a_chimp","azibo",1,825,3,1,1,1,"yes","0",3,1650,0
"4952",20230506,7,3,"a_chimp","azibo",2,826,2,1,1,1,"yes","0",2,1651,0
"4954",20230506,7,3,"a_chimp","azibo",2,826,3,3,1,2,"yes","0",1,1652,0
"4955",20230506,7,3,"a_chimp","azibo",2,826,3,3,1,1,"yes","0",2,1652,0
"4958",20230506,7,3,"a_chimp","azibo",3,827,2,1,1,1,"yes","0",2,1653,0
"4960",20230506,7,3,"a_chimp","azibo",3,827,3,3,1,2,"yes","0",1,1654,0
"4961",20230506,7,3,"a_chimp","azibo",3,827,3,3,1,1,"yes","0",2,1654,0
"4964",20230506,7,3,"a_chimp","azibo",4,828,2,1,1,1,"yes","0",2,1655,0
"4966",20230506,7,3,"a_chimp","azibo",4,828,3,2,0,2,"yes","0",1,1656,0
"4967",20230506,7,3,"a_chimp","azibo",4,828,3,2,0,1,"yes","0",2,1656,1
"4970",20230506,7,3,"a_chimp","azibo",5,829,2,1,1,1,"yes","0",2,1657,0
"4972",20230506,7,3,"a_chimp","azibo",5,829,3,3,1,2,"yes","0",1,1658,0
"4973",20230506,7,3,"a_chimp","azibo",5,829,3,3,1,1,"yes","0",2,1658,0
"4976",20230506,7,3,"a_chimp","azibo",6,830,2,1,1,1,"yes","0",2,1659,0
"4978",20230506,7,3,"a_chimp","azibo",6,830,3,3,1,2,"yes","0",1,1660,0
"4979",20230506,7,3,"a_chimp","azibo",6,830,3,3,1,1,"yes","0",2,1660,0
"4982",20230506,7,3,"a_chimp","azibo",7,831,2,1,1,1,"yes","0",2,1661,0
"4984",20230506,7,3,"a_chimp","azibo",7,831,3,3,1,2,"yes","0",1,1662,0
"4985",20230506,7,3,"a_chimp","azibo",7,831,3,3,1,1,"yes","0",2,1662,0
"4988",20230506,7,3,"a_chimp","azibo",8,832,2,1,1,1,"yes","0",2,1663,0
"4990",20230506,7,3,"a_chimp","azibo",8,832,3,3,1,2,"yes","0",1,1664,0
"4991",20230506,7,3,"a_chimp","azibo",8,832,3,3,1,1,"yes","0",2,1664,0
"4994",20230506,7,3,"a_chimp","azibo",9,833,2,1,1,1,"yes","0",2,1665,0
"4996",20230506,7,3,"a_chimp","azibo",9,833,3,3,1,2,"yes","0",1,1666,0
"4997",20230506,7,3,"a_chimp","azibo",9,833,3,3,1,1,"yes","0",2,1666,0
"5000",20230506,7,3,"a_chimp","azibo",10,834,2,3,1,1,"yes","0",2,1667,0
"5003",20230506,7,3,"a_chimp","azibo",10,834,3,1,1,1,"yes","0",2,1668,0
"5004",20230506,7,3,"a_chimp","azibo",10,834,3,1,1,2,"yes","0",3,1668,0
"5005",20230506,7,3,"a_chimp","azibo",11,835,2,2,1,1,"yes","0",1,1669,0
"5008",20230506,7,3,"a_chimp","azibo",11,835,3,3,1,1,"yes","0",1,1670,0
"5009",20230506,7,3,"a_chimp","azibo",11,835,3,3,1,2,"yes","0",2,1670,0
"5012",20230506,7,3,"a_chimp","azibo",12,836,2,1,1,1,"yes","0",2,1671,0
"5014",20230506,7,3,"a_chimp","azibo",12,836,3,3,1,2,"yes","0",1,1672,0
"5015",20230506,7,3,"a_chimp","azibo",12,836,3,3,1,1,"yes","0",2,1672,0
"5018",20230506,7,3,"a_chimp","fraukje",1,837,2,3,1,1,"yes","0",2,1673,0
"5021",20230506,7,3,"a_chimp","fraukje",1,837,3,1,1,1,"yes","0",2,1674,0
"5022",20230506,7,3,"a_chimp","fraukje",1,837,3,1,1,2,"yes","0",3,1674,0
"5025",20230506,7,3,"a_chimp","fraukje",2,838,2,2,1,1,"yes","0",3,1675,0
"5027",20230506,7,3,"a_chimp","fraukje",2,838,3,1,1,2,"yes","0",2,1676,0
"5028",20230506,7,3,"a_chimp","fraukje",2,838,3,1,1,1,"yes","0",3,1676,0
"5030",20230506,7,3,"a_chimp","fraukje",3,839,2,3,1,1,"yes","0",2,1677,0
"5033",20230506,7,3,"a_chimp","fraukje",3,839,3,1,1,1,"yes","0",2,1678,0
"5034",20230506,7,3,"a_chimp","fraukje",3,839,3,1,1,2,"yes","0",3,1678,0
"5037",20230506,7,3,"a_chimp","fraukje",4,840,2,2,1,1,"yes","0",3,1679,0
"5039",20230506,7,3,"a_chimp","fraukje",4,840,3,1,1,2,"yes","0",2,1680,0
"5040",20230506,7,3,"a_chimp","fraukje",4,840,3,1,1,1,"yes","0",3,1680,0
"5043",20230506,7,3,"a_chimp","fraukje",5,841,2,2,1,1,"yes","0",3,1681,0
"5045",20230506,7,3,"a_chimp","fraukje",5,841,3,1,1,2,"yes","0",2,1682,0
"5046",20230506,7,3,"a_chimp","fraukje",5,841,3,1,1,1,"yes","0",3,1682,0
"5048",20230506,7,3,"a_chimp","fraukje",6,842,2,1,1,1,"yes","0",2,1683,0
"5050",20230506,7,3,"a_chimp","fraukje",6,842,3,3,1,2,"yes","0",1,1684,0
"5051",20230506,7,3,"a_chimp","fraukje",6,842,3,3,1,1,"yes","0",2,1684,0
"5055",20230506,7,3,"a_chimp","fraukje",7,843,2,1,1,1,"yes","0",3,1685,0
"5056",20230506,7,3,"a_chimp","fraukje",7,843,3,2,1,2,"yes","0",1,1686,0
"5058",20230506,7,3,"a_chimp","fraukje",7,843,3,2,1,1,"yes","0",3,1686,0
"5060",20230506,7,3,"a_chimp","fraukje",8,844,2,1,1,1,"yes","0",2,1687,0
"5062",20230506,7,3,"a_chimp","fraukje",8,844,3,3,1,2,"yes","0",1,1688,0
"5063",20230506,7,3,"a_chimp","fraukje",8,844,3,3,1,1,"yes","0",2,1688,0
"5065",20230506,7,3,"a_chimp","fraukje",9,845,2,2,1,1,"yes","0",1,1689,0
"5068",20230506,7,3,"a_chimp","fraukje",9,845,3,3,1,1,"yes","0",1,1690,0
"5069",20230506,7,3,"a_chimp","fraukje",9,845,3,3,1,2,"yes","0",2,1690,0
"5073",20230506,7,3,"a_chimp","fraukje",10,846,2,2,1,1,"yes","0",3,1691,0
"5075",20230506,7,3,"a_chimp","fraukje",10,846,3,1,1,2,"yes","0",2,1692,0
"5076",20230506,7,3,"a_chimp","fraukje",10,846,3,1,1,1,"yes","0",3,1692,0
"5079",20230506,7,3,"a_chimp","fraukje",11,847,2,2,1,1,"yes","0",3,1693,0
"5081",20230506,7,3,"a_chimp","fraukje",11,847,3,1,1,2,"yes","0",2,1694,0
