time_point,subject,task,time_cat,trait,n,sum,phase
5,kumili,search,5,1,12,0,2
5,kuno,search,5,1,12,1,2
5,luiza,search,5,1,12,0,2
5,maja,search,5,1,7,0,2
5,makeni,search,5,1,12,2,2
5,natascha,search,5,1,3,3,2
5,ohini,search,5,1,12,0,2
5,padana,search,5,1,6,0,2
5,pini,search,5,1,6,0,2
5,raja,search,5,1,7,0,2
5,sandra,search,5,1,12,0,2
5,sari,search,5,1,6,4,2
5,swela,search,5,1,12,1,2
5,tai,search,5,1,12,0,2
5,tayo,search,5,1,12,3,2
5,yaro,search,5,1,12,0,2
5,yasa,search,5,1,12,0,2
5,youma,search,5,1,12,12,2
5,zira,search,5,1,12,1,2
6,abeeku,search,6,1,12,0,2
6,amira,search,6,1,8,8,2
6,azibo,search,6,1,6,0,2
6,bimbo,search,6,1,1,1,2
6,daza,search,6,1,12,1,2
6,diara,search,6,1,12,0,2
6,dokana,search,6,1,12,0,2
6,fraukje,search,6,1,12,0,2
6,frederike,search,6,1,12,0,2
6,frodo,search,6,1,12,1,2
6,hope,search,6,1,12,0,2
6,kianga,search,6,1,12,1,2
6,kibara,search,6,1,12,0,2
6,kio,search,6,1,12,0,2
6,kisha,search,6,1,6,4,2
6,kumili,search,6,1,12,0,2
6,lexi,search,6,1,12,2,2
6,luiza,search,6,1,12,0,2
6,maja,search,6,1,12,0,2
6,makeni,search,6,1,12,0,2
6,ohini,search,6,1,12,0,2
6,padana,search,6,1,12,0,2
6,pini,search,6,1,12,0,2
6,raja,search,6,1,7,0,2
6,riet,search,6,1,12,0,2
6,sandra,search,6,1,12,0,2
6,sari,search,6,1,5,3,2
6,swela,search,6,1,12,1,2
6,tai,search,6,1,12,0,2
6,tayo,search,6,1,12,4,2
6,yaro,search,6,1,12,0,2
6,youma,search,6,1,12,8,2
6,zira,search,6,1,12,0,2
7,abeeku,search,7,1,5,1,2
7,amira,search,7,1,8,7,2
7,azibo,search,7,1,12,1,2
7,bimbo,search,7,1,2,0,2
7,daza,search,7,1,12,4,2
7,diara,search,7,1,12,0,2
7,dokana,search,7,1,12,4,2
7,fraukje,search,7,1,12,0,2
7,frederike,search,7,1,12,0,2
7,frodo,search,7,1,12,0,2
7,hope,search,7,1,12,0,2
7,jasongo,search,7,1,12,1,2
7,kasai,search,7,1,12,0,2
7,kianga,search,7,1,12,0,2
7,kibara,search,7,1,12,0,2
7,kio,search,7,1,12,0,2
7,kisha,search,7,1,11,5,2
7,kumili,search,7,1,12,0,2
7,kuno,search,7,1,9,2,2
7,lexi,search,7,1,12,0,2
7,luiza,search,7,1,12,1,2
7,maja,search,7,1,12,0,2
7,ohini,search,7,1,12,0,2
7,raja,search,7,1,12,0,2
7,riet,search,7,1,9,1,2
7,sandra,search,7,1,12,0,2
7,sari,search,7,1,12,2,2
7,shanga,search,7,1,6,1,2
7,sumai,search,7,1,12,11,2
7,swela,search,7,1,12,0,2
7,tai,search,7,1,12,0,2
7,tayo,search,7,1,12,4,2
7,yaro,search,7,1,12,0,2
7,yasa,search,7,1,12,0,2
7,youma,search,7,1,12,6,2
7,zira,search,7,1,12,0,2
8,abeeku,search,8,1,12,0,2
8,alex,search,8,1,12,0,2
8,amira,search,8,1,12,12,2
8,bimbo,search,8,1,12,2,2
8,corrie,search,8,1,12,3,2
8,daza,search,8,1,12,2,2
8,diara,search,8,1,12,0,2
8,dokana,search,8,1,12,0,2
8,fraukje,search,8,1,12,0,2
8,frederike,search,8,1,12,0,2
8,frodo,search,8,1,12,0,2
8,hope,search,8,1,12,0,2
8,jasongo,search,8,1,12,0,2
8,jeudi,search,8,1,12,2,2
8,joey,search,8,1,6,3,2
8,kasai,search,8,1,12,0,2
8,kianga,search,8,1,12,0,2
8,kibara,search,8,1,12,0,2
8,kio,search,8,1,12,0,2
8,kisha,search,8,1,6,3,2
8,kumili,search,8,1,12,0,2
8,kuno,search,8,1,12,0,2
8,maja,search,8,1,12,1,2
8,makeni,search,8,1,12,0,2
8,natascha,search,8,1,12,4,2
8,ohini,search,8,1,12,0,2
8,padana,search,8,1,12,0,2
8,pini,search,8,1,12,0,2
8,raja,search,8,1,9,0,2
8,riet,search,8,1,12,0,2
8,sandra,search,8,1,12,0,2
8,sari,search,8,1,12,2,2
8,shanga,search,8,1,5,0,2
8,sumai,search,8,1,12,6,2
8,swela,search,8,1,12,0,2
8,tai,search,8,1,12,0,2
8,tayo,search,8,1,12,3,2
8,yaro,search,8,1,12,0,2
8,yasa,search,8,1,12,0,2
8,youma,search,8,1,12,1,2
8,zira,search,8,1,12,0,2
9,abeeku,search,9,1,12,0,2
9,alex,search,9,1,10,0,2
9,azibo,search,9,1,12,0,2
9,bimbo,search,9,1,7,1,2
9,corrie,search,9,1,12,1,2
9,diara,search,9,1,12,0,2
9,dokana,search,9,1,12,0,2
9,fraukje,search,9,1,12,0,2
9,frodo,search,9,1,12,1,2
9,hope,search,9,1,12,0,2
9,jasongo,search,9,1,12,1,2
9,joey,search,9,1,7,6,2
9,kasai,search,9,1,12,1,2
9,kianga,search,9,1,12,4,2
9,kibara,search,9,1,12,0,2
9,kio,search,9,1,12,0,2
9,kisha,search,9,1,6,2,2
9,kumili,search,9,1,12,0,2
9,kuno,search,9,1,12,0,2
9,lexi,search,9,1,4,1,2
9,luiza,search,9,1,12,0,2
9,maja,search,9,1,9,1,2
9,makeni,search,9,1,12,1,2
9,natascha,search,9,1,2,1,2
9,ohini,search,9,1,12,0,2
9,padana,search,9,1,6,1,2
9,pini,search,9,1,6,0,2
9,raja,search,9,1,12,0,2
9,riet,search,9,1,12,0,2
9,sandra,search,9,1,12,1,2
9,sari,search,9,1,12,0,2
9,shanga,search,9,1,6,1,2
9,sumai,search,9,1,12,6,2
9,swela,search,9,1,12,0,2
9,tai,search,9,1,9,0,2
9,tayo,search,9,1,12,0,2
9,yaro,search,9,1,12,0,2
9,yasa,search,9,1,12,0,2
9,youma,search,9,1,12,5,2
10,abeeku,search,10,1,12,0,2
10,alex,search,10,1,12,0,2
10,amira,search,10,1,12,11,2
10,azibo,search,10,1,8,0,2
10,corrie,search,10,1,12,1,2
10,diara,search,10,1,12,0,2
10,dokana,search,10,1,12,0,2
10,frank,search,10,1,6,5,2
10,fraukje,search,10,1,12,0,2
10,frederike,search,10,1,12,1,2
10,frodo,search,10,1,12,0,2
10,hope,search,10,1,12,0,2
10,jeudi,search,10,1,12,4,2
10,kasai,search,10,1,12,0,2
10,kianga,search,10,1,12,0,2
10,kibara,search,10,1,12,1,2
10,kio,search,10,1,12,0,2
10,kisha,search,10,1,12,1,2
10,kumili,search,10,1,12,0,2
10,kuno,search,10,1,12,0,2
10,lexi,search,10,1,6,6,2
10,luiza,search,10,1,12,0,2
10,maja,search,10,1,12,0,2
10,makeni,search,10,1,8,0,2
10,ohini,search,10,1,12,0,2
10,padana,search,10,1,12,0,2
10,pini,search,10,1,12,1,2
10,raja,search,10,1,12,0,2
10,riet,search,10,1,12,2,2
10,sandra,search,10,1,12,0,2
10,sari,search,10,1,12,0,2
10,shanga,search,10,1,7,1,2
10,swela,search,10,1,12,0,2
10,tai,search,10,1,8,0,2
10,tayo,search,10,1,12,1,2
10,yaro,search,10,1,12,0,2
10,yasa,search,10,1,12,0,2
10,youma,search,10,1,8,1,2
10,zira,search,10,1,12,0,2
