time_point,subject,task,time_cat,trait,n,sum,phase
1,abeeku,reas,1,1,3,2,2
1,alex,reas,1,1,12,7,2
1,amira,reas,1,1,3,2,2
1,azibo,reas,1,1,12,7,2
1,bambari,reas,1,1,3,2,2
1,bimbo,reas,1,1,12,6,2
1,corrie,reas,1,1,12,5,2
1,diara,reas,1,1,12,2,2
1,dokana,reas,1,1,12,6,2
1,fraukje,reas,1,1,12,6,2
1,frederike,reas,1,1,12,3,2
1,frodo,reas,1,1,12,7,2
1,hope,reas,1,1,12,6,2
1,jasongo,reas,1,1,12,2,2
1,joey,reas,1,1,12,6,2
1,kasai,reas,1,1,12,1,2
1,kianga,reas,1,1,12,7,2
1,kibara,reas,1,1,12,4,2
1,kio,reas,1,1,12,5,2
1,kisha,reas,1,1,12,6,2
1,kumili,reas,1,1,12,2,2
1,kuno,reas,1,1,12,10,2
1,lexi,reas,1,1,12,5,2
1,luiza,reas,1,1,12,7,2
1,natascha,reas,1,1,12,4,2
1,ohini,reas,1,1,12,6,2
1,padana,reas,1,1,12,8,2
1,pini,reas,1,1,12,5,2
1,raja,reas,1,1,12,7,2
1,riet,reas,1,1,12,9,2
1,robert,reas,1,1,12,6,2
1,sandra,reas,1,1,12,5,2
1,shanga,reas,1,1,12,8,2
1,swela,reas,1,1,12,2,2
1,tai,reas,1,1,12,9,2
1,tayo,reas,1,1,12,2,2
1,yaro,reas,1,1,12,6,2
1,yasa,reas,1,1,12,5,2
1,zira,reas,1,1,12,2,2
2,abeeku,reas,2,1,7,4,2
2,alex,reas,2,1,4,2,2
2,bimbo,reas,2,1,12,7,2
2,corrie,reas,2,1,12,6,2
2,daza,reas,2,1,4,2,2
2,diara,reas,2,1,12,3,2
2,dokana,reas,2,1,12,6,2
2,fraukje,reas,2,1,12,3,2
2,frederike,reas,2,1,12,7,2
2,frodo,reas,2,1,12,7,2
2,hope,reas,2,1,12,7,2
2,jasongo,reas,2,1,12,5,2
2,jeudi,reas,2,1,7,3,2
2,joey,reas,2,1,12,4,2
2,kasai,reas,2,1,12,4,2
2,kianga,reas,2,1,12,5,2
2,kibara,reas,2,1,12,8,2
2,kio,reas,2,1,12,7,2
2,kisha,reas,2,1,12,5,2
2,kumili,reas,2,1,12,7,2
2,kuno,reas,2,1,12,10,2
2,lexi,reas,2,1,3,1,2
2,luiza,reas,2,1,12,6,2
2,maja,reas,2,1,2,2,2
2,makeni,reas,2,1,12,6,2
2,natascha,reas,2,1,12,2,2
2,ohini,reas,2,1,7,3,2
2,padana,reas,2,1,12,8,2
2,pini,reas,2,1,12,6,2
2,raja,reas,2,1,4,2,2
2,riet,reas,2,1,12,9,2
2,robert,reas,2,1,12,7,2
2,sandra,reas,2,1,12,6,2
2,shanga,reas,2,1,8,4,2
2,sumai,reas,2,1,12,5,2
2,swela,reas,2,1,12,4,2
2,tai,reas,2,1,12,8,2
2,tayo,reas,2,1,12,5,2
2,yaro,reas,2,1,12,5,2
2,yasa,reas,2,1,12,6,2
2,youma,reas,2,1,8,4,2
2,zira,reas,2,1,12,4,2
3,abeeku,reas,3,1,1,0,2
3,alex,reas,3,1,12,7,2
3,amira,reas,3,1,8,5,2
3,azibo,reas,3,1,12,3,2
3,bambari,reas,3,1,12,6,2
3,bimbo,reas,3,1,12,8,2
3,corrie,reas,3,1,12,8,2
3,daza,reas,3,1,12,7,2
3,diara,reas,3,1,12,6,2
3,dokana,reas,3,1,12,9,2
3,fraukje,reas,3,1,12,6,2
3,frederike,reas,3,1,12,5,2
3,frodo,reas,3,1,12,7,2
3,hope,reas,3,1,12,5,2
3,jasongo,reas,3,1,12,3,2
3,joey,reas,3,1,12,8,2
3,kasai,reas,3,1,12,2,2
3,kianga,reas,3,1,12,7,2
3,kibara,reas,3,1,12,7,2
3,kio,reas,3,1,12,3,2
3,kisha,reas,3,1,12,4,2
3,kumili,reas,3,1,12,7,2
3,kuno,reas,3,1,12,6,2
3,lexi,reas,3,1,6,3,2
3,luiza,reas,3,1,12,4,2
3,maja,reas,3,1,12,5,2
3,makeni,reas,3,1,12,4,2
3,natascha,reas,3,1,12,2,2
3,ohini,reas,3,1,12,6,2
3,padana,reas,3,1,12,10,2
3,raja,reas,3,1,4,3,2
3,riet,reas,3,1,12,11,2
3,sandra,reas,3,1,12,7,2
3,sari,reas,3,1,6,2,2
3,shanga,reas,3,1,12,6,2
3,swela,reas,3,1,12,6,2
3,tai,reas,3,1,12,8,2
3,tayo,reas,3,1,12,5,2
3,yaro,reas,3,1,12,6,2
3,yasa,reas,3,1,12,5,2
3,youma,reas,3,1,12,6,2
3,zira,reas,3,1,12,6,2
4,abeeku,reas,4,1,12,9,2
4,alex,reas,4,1,12,1,2
4,azibo,reas,4,1,12,2,2
4,bimbo,reas,4,1,12,5,2
4,corrie,reas,4,1,12,4,2
4,daza,reas,4,1,12,3,2
4,diara,reas,4,1,12,7,2
4,dokana,reas,4,1,12,6,2
4,fraukje,reas,4,1,12,6,2
4,frederike,reas,4,1,12,7,2
4,frodo,reas,4,1,12,6,2
4,hope,reas,4,1,12,2,2
4,jeudi,reas,4,1,12,5,2
4,kianga,reas,4,1,12,5,2
4,kibara,reas,4,1,12,5,2
4,kio,reas,4,1,12,5,2
4,kisha,reas,4,1,12,6,2
4,kumili,reas,4,1,12,9,2
4,maja,reas,4,1,5,4,2
4,makeni,reas,4,1,12,4,2
4,natascha,reas,4,1,12,2,2
4,ohini,reas,4,1,12,6,2
4,padana,reas,4,1,9,5,2
4,raja,reas,4,1,6,5,2
4,riet,reas,4,1,12,6,2
4,sandra,reas,4,1,6,2,2
4,sari,reas,4,1,6,3,2
4,swela,reas,4,1,12,7,2
4,tai,reas,4,1,12,9,2
4,youma,reas,4,1,12,5,2
4,zira,reas,4,1,12,7,2
5,abeeku,reas,5,1,2,0,2
5,alex,reas,5,1,11,6,2
5,amira,reas,5,1,12,6,2
5,azibo,reas,5,1,12,3,2
5,bambari,reas,5,1,5,1,2
5,bimbo,reas,5,1,12,7,2
5,corrie,reas,5,1,12,3,2
5,daza,reas,5,1,12,4,2
5,diara,reas,5,1,12,9,2
5,dokana,reas,5,1,12,6,2
5,fraukje,reas,5,1,12,5,2
5,frederike,reas,5,1,12,9,2
5,frodo,reas,5,1,12,8,2
5,hope,reas,5,1,12,5,2
5,jeudi,reas,5,1,12,4,2
5,kasai,reas,5,1,12,3,2
5,kianga,reas,5,1,12,4,2
5,kibara,reas,5,1,12,5,2
5,kio,reas,5,1,12,4,2
5,kisha,reas,5,1,12,5,2
5,kumili,reas,5,1,12,0,2
5,kuno,reas,5,1,8,4,2
5,lexi,reas,5,1,6,1,2
5,luiza,reas,5,1,12,3,2
5,maja,reas,5,1,1,0,2
5,makeni,reas,5,1,12,4,2
5,natascha,reas,5,1,3,0,2
5,ohini,reas,5,1,12,5,2
5,padana,reas,5,1,6,4,2
5,raja,reas,5,1,2,2,2
5,sandra,reas,5,1,12,6,2
5,sumai,reas,5,1,4,1,2
5,swela,reas,5,1,12,4,2
5,tai,reas,5,1,12,8,2
5,tayo,reas,5,1,12,6,2
5,yaro,reas,5,1,12,7,2
5,yasa,reas,5,1,12,5,2
5,youma,reas,5,1,12,5,2
5,zira,reas,5,1,12,6,2
6,abeeku,reas,6,1,2,1,2
6,alex,reas,6,1,12,4,2
6,azibo,reas,6,1,6,0,2
6,bimbo,reas,6,1,12,10,2
6,corrie,reas,6,1,12,6,2
6,daza,reas,6,1,12,2,2
6,diara,reas,6,1,12,1,2
6,dokana,reas,6,1,12,7,2
6,fraukje,reas,6,1,12,5,2
6,frederike,reas,6,1,6,4,2
6,frodo,reas,6,1,12,5,2
6,hope,reas,6,1,12,5,2
6,jasongo,reas,6,1,12,6,2
6,jeudi,reas,6,1,12,6,2
6,kasai,reas,6,1,12,3,2
6,kianga,reas,6,1,12,5,2
6,kibara,reas,6,1,12,3,2
6,kio,reas,6,1,12,1,2
6,kisha,reas,6,1,6,2,2
6,kumili,reas,6,1,12,8,2
6,kuno,reas,6,1,12,8,2
6,maja,reas,6,1,12,5,2
6,makeni,reas,6,1,12,6,2
6,natascha,reas,6,1,12,0,2
6,ohini,reas,6,1,12,6,2
6,raja,reas,6,1,2,1,2
6,riet,reas,6,1,12,8,2
6,sandra,reas,6,1,12,3,2
6,sari,reas,6,1,6,4,2
6,sumai,reas,6,1,7,4,2
6,swela,reas,6,1,12,8,2
6,tai,reas,6,1,12,8,2
6,yasa,reas,6,1,12,3,2
6,youma,reas,6,1,12,5,2
6,zira,reas,6,1,12,4,2
7,abeeku,reas,7,1,1,1,2
7,alex,reas,7,1,12,7,2
7,azibo,reas,7,1,6,3,2
7,bimbo,reas,7,1,12,7,2
7,corrie,reas,7,1,12,4,2
7,daza,reas,7,1,6,2,2
7,diara,reas,7,1,6,2,2
7,dokana,reas,7,1,12,3,2
7,fraukje,reas,7,1,12,8,2
7,frederike,reas,7,1,12,8,2
7,frodo,reas,7,1,12,7,2
7,hope,reas,7,1,12,4,2
7,jeudi,reas,7,1,7,3,2
7,kianga,reas,7,1,12,5,2
7,kibara,reas,7,1,12,6,2
7,kio,reas,7,1,4,1,2
7,kisha,reas,7,1,6,2,2
7,kumili,reas,7,1,12,4,2
7,maja,reas,7,1,12,7,2
7,natascha,reas,7,1,5,0,2
7,ohini,reas,7,1,12,6,2
7,raja,reas,7,1,6,2,2
7,riet,reas,7,1,5,2,2
7,sandra,reas,7,1,12,4,2
7,sari,reas,7,1,4,2,2
7,swela,reas,7,1,12,5,2
7,tai,reas,7,1,12,7,2
7,youma,reas,7,1,12,6,2
7,zira,reas,7,1,12,6,2
8,abeeku,reas,8,1,12,4,2
8,alex,reas,8,1,12,2,2
8,bimbo,reas,8,1,12,4,2
8,daza,reas,8,1,12,8,2
8,diara,reas,8,1,12,7,2
8,dokana,reas,8,1,12,7,2
8,fraukje,reas,8,1,12,7,2
8,frederike,reas,8,1,12,5,2
8,frodo,reas,8,1,12,9,2
8,hope,reas,8,1,12,6,2
8,jasongo,reas,8,1,12,4,2
8,jeudi,reas,8,1,12,6,2
8,joey,reas,8,1,12,8,2
8,kianga,reas,8,1,12,7,2
