time_point,subject,task,time_cat,trait,n,sum,phase
8,kibara,reas,8,1,12,4,2
8,kio,reas,8,1,12,2,2
8,kisha,reas,8,1,6,0,2
8,kumili,reas,8,1,12,8,2
8,kuno,reas,8,1,12,7,2
8,luiza,reas,8,1,5,1,2
8,maja,reas,8,1,7,4,2
8,makeni,reas,8,1,12,5,2
8,natascha,reas,8,1,6,0,2
8,ohini,reas,8,1,12,7,2
8,padana,reas,8,1,12,7,2
8,pini,reas,8,1,12,8,2
8,raja,reas,8,1,5,3,2
8,sandra,reas,8,1,12,5,2
8,sari,reas,8,1,6,2,2
8,shanga,reas,8,1,12,6,2
8,swela,reas,8,1,3,2,2
8,tai,reas,8,1,12,8,2
8,youma,reas,8,1,12,4,2
8,zira,reas,8,1,12,4,2
9,abeeku,reas,9,1,12,4,2
9,alex,reas,9,1,12,4,2
9,amira,reas,9,1,7,1,2
9,azibo,reas,9,1,12,2,2
9,bimbo,reas,9,1,12,6,2
9,corrie,reas,9,1,12,6,2
9,diara,reas,9,1,12,3,2
9,dokana,reas,9,1,12,4,2
9,fraukje,reas,9,1,12,6,2
9,frederike,reas,9,1,12,5,2
9,frodo,reas,9,1,12,9,2
9,hodari,reas,9,1,4,2,2
9,hope,reas,9,1,12,1,2
9,jasongo,reas,9,1,12,6,2
9,jeudi,reas,9,1,12,6,2
9,joey,reas,9,1,12,4,2
9,kasai,reas,9,1,12,5,2
9,kianga,reas,9,1,12,4,2
9,kibara,reas,9,1,12,3,2
9,kio,reas,9,1,12,3,2
9,kisha,reas,9,1,12,7,2
9,kumili,reas,9,1,12,6,2
9,kuno,reas,9,1,12,5,2
9,lexi,reas,9,1,12,6,2
9,luiza,reas,9,1,6,1,2
9,maja,reas,9,1,12,7,2
9,makeni,reas,9,1,12,6,2
9,natascha,reas,9,1,12,4,2
9,ohini,reas,9,1,12,6,2
9,padana,reas,9,1,5,2,2
9,pini,reas,9,1,4,4,2
9,raja,reas,9,1,4,2,2
9,riet,reas,9,1,12,6,2
9,sandra,reas,9,1,12,7,2
9,sari,reas,9,1,12,7,2
9,sumai,reas,9,1,12,4,2
9,swela,reas,9,1,12,5,2
9,tai,reas,9,1,12,6,2
9,tayo,reas,9,1,6,0,2
9,yaro,reas,9,1,12,1,2
9,yasa,reas,9,1,12,6,2
9,youma,reas,9,1,12,5,2
9,zira,reas,9,1,12,6,2
10,abeeku,reas,10,1,12,4,2
10,alex,reas,10,1,12,5,2
10,amira,reas,10,1,8,3,2
10,azibo,reas,10,1,8,2,2
10,bambari,reas,10,1,8,1,2
10,bimbo,reas,10,1,12,7,2
10,corrie,reas,10,1,12,4,2
10,daza,reas,10,1,6,2,2
10,diara,reas,10,1,12,8,2
10,dokana,reas,10,1,12,5,2
10,fraukje,reas,10,1,8,5,2
10,frederike,reas,10,1,12,6,2
10,frodo,reas,10,1,12,5,2
10,hope,reas,10,1,12,7,2
10,kasai,reas,10,1,12,5,2
10,kianga,reas,10,1,12,5,2
10,kibara,reas,10,1,12,6,2
10,kio,reas,10,1,12,4,2
10,kisha,reas,10,1,12,5,2
10,kumili,reas,10,1,12,7,2
10,lexi,reas,10,1,12,5,2
10,maja,reas,10,1,12,9,2
10,makeni,reas,10,1,8,4,2
10,natascha,reas,10,1,8,2,2
10,ohini,reas,10,1,12,6,2
10,padana,reas,10,1,12,6,2
10,pini,reas,10,1,12,6,2
10,raja,reas,10,1,2,1,2
10,riet,reas,10,1,12,8,2
10,sandra,reas,10,1,12,5,2
10,sari,reas,10,1,9,3,2
10,shanga,reas,10,1,12,5,2
10,sumai,reas,10,1,12,5,2
10,swela,reas,10,1,8,1,2
10,tai,reas,10,1,12,6,2
10,tayo,reas,10,1,12,5,2
10,yaro,reas,10,1,12,3,2
10,yasa,reas,10,1,12,5,2
10,youma,reas,10,1,8,3,2
10,zira,reas,10,1,12,9,2
