time_point,group,subject,task,rank,performance,trials,sex,rearing,age,time_in_leipzig,le_present,le_mean,le_max,dist_present,dist_mean,dist_max,time_outdoors
1,a_chimp,riet,reasoning,3,0.75,12,f,hand,44.51471594798083,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,riet,visible_food,3,0,9,f,hand,44.51471594798083,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,robert,attention,2,0.5833333333333334,12,m,hand,46.46132785763176,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,robert,communication,2,0.6666666666666667,12,m,hand,46.46132785763176,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,robert,population,2,0.75,12,m,hand,46.46132785763176,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,robert,reasoning,2,0.5,12,m,hand,46.46132785763176,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,robert,visible_food,2,0.6666666666666666,12,m,hand,46.46132785763176,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,attention,6,0.5,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,communication,6,0.5833333333333334,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,inhibit_searched,6,0,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,population,6,1,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,reasoning,6,0.41666666666666663,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,sandra,visible_food,6,1,12,f,mother,28.93908281998631,21.215605749486652,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,attention,11,0.33333333333333337,3,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,communication,11,0.33333333333333337,12,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,inhibit_searched,11,0.41666666666666663,12,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,population,11,0.4,5,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,reasoning,11,0.6666666666666666,12,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,shanga,visible_food,11,0.5,12,f,mother,11.208761122518823,2.43668720054757,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,swela,attention,7,0,1,f,mother,26.60643394934976,17.17453798767967,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,swela,inhibit_searched,7,1.5,4,f,mother,26.60643394934976,17.17453798767967,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,swela,population,7,0.5833333333333334,12,f,mother,26.60643394934976,17.17453798767967,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,swela,reasoning,7,0.16666666666666669,12,f,mother,26.60643394934976,17.17453798767967,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,attention,4,0.5,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,communication,4,0.5833333333333334,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,inhibit_searched,4,0,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,population,4,0.9166666666666666,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,reasoning,4,0.75,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,a_chimp,tai,visible_food,4,0.6666666666666667,12,f,mother,19.76454483230664,19.76454483230664,no,0,0,yes,0.029411764705882415,5,2.958823529411761
1,b_chimp,alex,attention,1,0.25,4,m,hand,21.21013004791239,20.04928131416838,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,alex,communication,1,1,4,m,hand,21.21013004791239,20.04928131416838,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,alex,population,1,1,1,m,hand,21.21013004791239,20.04928131416838,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,alex,reasoning,1,0.5833333333333334,12,m,hand,21.21013004791239,20.04928131416838,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,alex,visible_food,1,0.9166666666666666,12,m,hand,21.21013004791239,20.04928131416838,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,daza,attention,3,0.5,12,f,unknown,36.40246406570842,9.00205338809035,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,daza,inhibit_searched,3,0.33333333333333337,12,f,unknown,36.40246406570842,9.00205338809035,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,attention,4,0.41666666666666663,12,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,communication,4,0.6666666666666666,6,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,inhibit_searched,4,0,12,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,population,4,0.5833333333333334,12,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,reasoning,4,0.25,12,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,frederike,visible_food,4,1,12,f,unknown,48.39698836413415,8.996577686516085,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,attention,2,0.41666666666666663,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,communication,2,0.75,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,inhibit_searched,2,0.25,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,population,2,0.9166666666666666,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,reasoning,2,0.5,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,hope,visible_food,2,0.8333333333333334,12,f,mother,31.446954140999317,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,attention,3,0.33333333333333337,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,communication,3,0.9166666666666666,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,inhibit_searched,3,0.08333333333333331,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,population,3,0.75,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,reasoning,3,0.16666666666666669,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,b_chimp,zira,visible_food,3,0.75,12,f,mother,24.97741273100616,6.308008213552362,yes,0.011235955056179754,2,yes,0.028089887640449437,3,3.525280898876397
1,bonobos,amira,communication,6,0.6363636363636364,11,f,mother,4.991101984941821,4.991101984941821,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,amira,population,6,0.5714285714285714,7,f,mother,4.991101984941821,4.991101984941821,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,amira,reasoning,6,0.6666666666666666,3,f,mother,4.991101984941821,4.991101984941821,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,amira,visible_food,6,1,3,f,mother,4.991101984941821,4.991101984941821,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,attention,7,0.25,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,communication,7,0.75,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,inhibit_searched,7,0.25,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,population,7,0.75,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,reasoning,7,0.16666666666666669,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,jasongo,visible_food,7,0.41666666666666663,12,m,mother,31.77549623545517,10.967830253251197,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,joey,population,8,1,1,m,hand,39.4113620807666,21.1854893908282,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,joey,reasoning,8,0.5,12,m,hand,39.4113620807666,21.1854893908282,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,attention,5,1,6,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,communication,5,0.6666666666666666,12,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,inhibit_searched,5,0.33333333333333337,12,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,population,5,0.75,12,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,reasoning,5,0.08333333333333333,12,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kasai,visible_food,5,0.5,12,m,mother,9.336071184120465,9.336071184120465,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,attention,4,0.5,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,communication,4,0.5,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,inhibit_searched,4,0,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,population,4,0.6666666666666666,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,reasoning,4,0.8333333333333334,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,kuno,visible_food,4,0.9166666666666666,12,m,hand,25.456536618754278,21.177275838466805,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,attention,1,0.5833333333333334,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,communication,1,0.6666666666666666,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,inhibit_searched,1,0.33333333333333337,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,population,1,0.6666666666666666,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,reasoning,1,0.41666666666666663,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,lexi,visible_food,1,0,12,f,hand,22.661190965092402,9.971252566735114,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,attention,3,0.6666666666666666,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,communication,3,0.6666666666666666,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,inhibit_searched,3,0,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,population,3,0.8333333333333334,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,reasoning,3,0.5833333333333334,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,luiza,visible_food,3,0.9166666666666666,12,f,mother,17.286789869952088,17.286789869952088,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,sumai,attention,6,0.75,12,m,mother,3.898699520876112,3.898699520876112,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,sumai,communication,6,0.5833333333333333,12,m,mother,3.898699520876112,3.898699520876112,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,sumai,inhibit_searched,6,1,6,m,mother,3.898699520876112,3.898699520876112,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,sumai,visible_food,6,0.6666666666666666,12,m,mother,3.898699520876112,3.898699520876112,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,attention,6,0.5833333333333333,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,communication,6,0.5,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,inhibit_searched,6,1.1666666666666667,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,population,6,0.41666666666666663,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,reasoning,6,0.16666666666666669,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,tayo,visible_food,6,0.6666666666666666,12,m,mother,5.804243668720055,5.804243668720055,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,attention,5,0.41666666666666663,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,communication,5,0.16666666666666669,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,inhibit_searched,5,0.33333333333333337,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,population,5,0.9166666666666666,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,reasoning,5,0.5,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yaro,visible_food,5,0.16666666666666669,12,m,mother,9.065023956194388,9.065023956194388,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,attention,2,0.5833333333333334,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,communication,2,0.08333333333333334,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,inhibit_searched,2,0,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,population,2,0.9166666666666666,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,reasoning,2,0.41666666666666663,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,bonobos,yasa,visible_food,2,0,12,f,mother,24.706365503080082,17.960301163586585,yes,0.05494505494505505,10,yes,0.04395604395604404,2,1.9835164835164778
1,gorillas,abeeku,attention,1,0.5,4,m,mother,22.981519507186857,9.686516084873375,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,abeeku,communication,1,0,1,m,mother,22.981519507186857,9.686516084873375,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,abeeku,inhibit_searched,1,0,9,m,mother,22.981519507186857,9.686516084873375,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,abeeku,population,1,0.16666666666666666,6,m,mother,22.981519507186857,9.686516084873375,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,abeeku,reasoning,1,0.6666666666666666,3,m,mother,22.981519507186857,9.686516084873375,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,attention,3,0.5,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,communication,3,0.41666666666666663,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,inhibit_searched,3,0,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,population,3,0.41666666666666663,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,reasoning,3,0.16666666666666666,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,diara,visible_food,3,0.8333333333333333,12,f,mother,8.131416837782341,8.131416837782341,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,kianga,attention,3,0.6666666666666667,12,f,mother,5.3963039014373715,5.3963039014373715,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,kianga,communication,3,0.5,12,f,mother,5.3963039014373715,5.3963039014373715,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,kianga,inhibit_searched,3,1,12,f,mother,5.3963039014373715,5.3963039014373715,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,kianga,population,3,0.5,12,f,mother,5.3963039014373715,5.3963039014373715,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
1,gorillas,kianga,reasoning,3,0.5833333333333334,12,f,mother,5.3963039014373715,5.3963039014373715,yes,0.046511627906976695,6,no,0,0,3.1511627906976787
