1 -0.412 0.694 4.019 -2.123 -1.15 1.165 0.482 -0.793 -1.183 -0.308 0.111 -0.885
2 2.413 -0.935 -0.175 4.604 6.134 0.791 0.281 1.907 -1.07 -0.613 0.225 0.461
3 -99 -99 -99 -99 -99 -99 -1.602 -0.019 -1.638 -0.046 3.672 0.2
4 0.327 -0.41 -5.043 -2.601 -4.115 -0.098 -0.176 -0.705 -1.025 -1.009 -0.955 -0.861
5 -1.379 -0.293 -2.191 -0.887 -0.54 0.699 -1.283 0.737 -1.902 -0.104 1.125 0.28
6 1.23 -1.298 1.574 1.202 0.476 -0.901 -0.925 -0.101 1.977 0.466 0.375 -0.613
7 -1.959 0.549 -3.391 -0.671 -1.031 -0.68 0.081 -0.059 -0.319 -0.109 2.043 0.206
8 0.139 -1.127 -2.667 -0.992 0.965 -0.286 -0.213 -1.432 -1.67 -0.18 1.881 -0.493
9 -0.175 -2.853 -0.203 -0.536 2.61 -1.133 1.547 -0.305 0.571 0.022 -2.607 -0.47
10 2.124 -1.325 4.09 1.896 2.296 1.535 -0.325 0.487 1.792 0.093 0.422 -0.618
11 -0.807 -1.22 0.927 -0.208 -0.826 1.599 -99 -99 -99 -99 -99 -99
12 1.925 0.377 0.14 2.549 3.984 -1.157 -0.861 1.428 1.728 0.537 -0.418 -0.194
13 1.451 -2.299 -3.012 -1.218 1.752 -0.378 0.535 1.488 -0.435 0.648 -1.217 -0.28
14 1.399 -1.611 4.123 0.942 1.681 1.005 0.625 1.191 1.302 0.556 -0.051 -0.69
15 0.965 0.653 -1.864 -2.037 1.433 1.199 -1.032 0.9 1.193 -0.408 -1.643 -0.819
16 0.54 1.776 -1.844 -1.679 -1.014 -0.491 0.845 0.838 -1.207 -0.445 0.478 -1.793
17 0.106 -1.626 -1.992 -2.08 0.137 -0.887 -0.61 0.288 -0.911 -0.072 1.869 -0.661
18 -0.727 -0.762 1.149 -1.912 -1.912 0.227 -99 -99 -99 -99 -99 -99
19 -1.008 -0.39 -0.745 -0.995 -1.676 -0.197 0.722 0.562 -0.432 -0.524 -0.348 0.805
20 -1.654 -0.274 -3.497 -1.509 -0.932 -1.134 -0.355 -0.767 -1.705 -0.057 0.751 -0.649
21 0.223 -0.599 -0.42 1.154 2.429 1.839 0.459 -2.628 2.172 -0.189 -0.872 0.012
22 -0.981 -1.664 -1.754 -0.543 -1.356 -1.222 0.369 -0.59 -2.427 -0.695 -1.171 0.888
23 -1.763 0.05 -4.219 -0.591 -1.348 -0.005 -0.56 -0.782 -2.382 0.228 2.158 0.227
24 0.762 -0.787 -4.005 3.473 5.143 0.094 0.978 0.914 -0.837 -0.237 -1.761 0.696
25 2.897 -1.005 3.47 3.536 4.889 0.725 0.568 0.098 0.247 0.436 -1.378 0.41
26 2.117 -0.018 -1.904 -3.302 -0.182 0.338 0.034 0.289 0.434 -0.342 1.5 0.015
27 1.938 -1.304 -2.498 0.764 1.431 -0.071 -0.531 1.663 1.327 -0.211 -0.733 0.37
28 -1.433 2.291 -4.334 -0.749 -1.593 -0.894 0.612 -0.682 -0.31 -0.063 -0.634 2.211
29 -1.554 -1.403 -1.979 -0.758 0.208 -1.337 -0.629 -0.06 -1.65 0.093 1.126 -0.215
30 -2.655 -0.324 1.96 0.729 0.992 -0.554 0.062 -0.055 0.062 -0.133 0.141 -0.042
31 -1.073 -0.888 -3.515 -0.194 -2.022 -0.11 0.445 0.708 -1.38 0.253 0.265 1.654
32 2.135 -0.954 -1.958 4.46 3.515 1.388 0.859 -0.485 1.828 0.837 -1.434 -0.191
33 2.698 -0.573 -0.908 2.019 2.218 0.808 0.782 -0.037 1.635 -0.095 -0.036 -1.16
34 0.013 -1.523 -0.761 -2.361 -0.604 0.389 0.84 0.597 0.137 0.204 -1.659 0.38
35 0.745 5.125 -2.576 -0.526 0.947 1.513 -0.209 0.031 0.789 0.048 0.65 -0.173
36 -2.584 -0.066 2.17 0.67 1.192 -0.063 0.462 0.823 -0.503 -0.34 -0.531 -0.032
37 3.156 1.517 2.263 3.223 3.485 1.517 0.421 -0.152 1.965 -0.103 -0.358 -0.419
38 -99 -99 -99 -99 -99 -99 -0.236 2.167 -1.037 0.378 0.52 0.679
39 -0.079 0.288 -0.206 -0.608 -1.05 0.75 0.031 0.196 -1.45 0.004 0.267 -0.8
40 -99 -99 -99 -99 -99 -99 -1.457 0.131 -1.738 0.075 3.66 1.179
41 -1.754 1.142 -3.252 -1.506 -0.167 0.671 -1.031 -0.394 -1.449 -0.297 -0.017 -0.635
42 -2.111 1.083 2.683 -0.684 0.716 1.76 1.087 -0.661 1.034 0.673 -1.246 0.068
43 -99 -99 -99 -99 -99 -99 -0.714 0.049 -2.032 -0.266 1.937 0.568
44 -0.551 -0.603 -1.649 -0.049 1.54 -0.337 0.715 -1.63 0.591 -0.294 -1.059 1.148
45 -3.751 -1.118 -1.083 2.706 3.737 0.107 -0.976 -2.634 0.924 -0.051 -2.337 0.604
46 -1.754 -0.138 -1.177 -0.579 -0.209 -0.854 -1.05 -1.988 -1.262 -0.362 2.59 -0.795
47 1.017 1.992 1.635 0.001 2.319 0.08 0.042 1.92 1.354 0.181 -1.818 -0.274
