1 -0.306 -0.527 2.077 -1.443 -0.765 0.689 0.88 0.275 -2.851 -0.195 -0.315 -1.459
2 2.444 -1.39 -0.235 4.073 4.191 0.764 0.687 1.937 0.253 0.045 0.076 -0.327
3 -99 -99 -99 -99 -99 -99 -1.669 0.817 -1.362 -0.287 3.127 -0.055
4 0.589 0.163 -3.926 -2.984 -3.248 0.159 0.165 -0.741 -1.094 -0.47 -0.234 -0.432
5 -1.067 -0.802 -2.964 -0.543 -0.773 0.711 -1.706 0.318 -0.734 0.131 0.342 -0.277
6 1.255 -2.133 1.927 0.693 0.418 -1.03 -0.737 0.159 1.189 0.487 0.766 -0.118
7 -1.674 0.311 -2.542 -0.421 -1.402 0.103 -0.75 -0.461 -0.392 -0.278 0.913 0.276
8 0.078 -0.539 -2.082 -1.252 0.919 -0.219 0.538 -1.771 -1.341 -0.656 1.264 -0.256
9 -0.43 -1.239 0.934 -1.139 2.426 -1.064 0.973 -0.096 1.05 0.149 -3.271 -0.517
10 2.257 -1.863 3.865 2.203 2.297 1.454 -0.644 0.885 1.585 0.31 -0.015 -0.242
11 -0.712 -0.362 0.022 0.064 -1.281 1.896 -99 -99 -99 -99 -99 -99
12 1.104 -0.64 -0.288 2.514 3.7 -0.953 -0.91 0.971 1.505 0.343 -0.603 -0.38
13 0.875 -1.491 -3.129 -1.984 0.574 -0.43 0.685 1.467 -0.102 0.235 -0.212 -0.393
14 1.121 -2.061 3.037 0.973 1.287 1.392 0.428 1.836 1.877 0.803 -0.333 0.055
15 1.239 0.064 -2.149 -1.537 1.641 0.667 -1.378 0.936 1.903 -0.246 -1.441 -0.238
16 0.594 1.177 -1.607 -1.189 -1.278 0.131 0.569 1.176 -1.513 -0.688 0.426 -1.624
17 0.669 -1.817 -1.916 -2.118 -0.071 -0.651 -1.393 -0.309 -0.866 0.393 2.625 -0.104
18 -0.276 -0.404 1.134 -1.376 -2.528 -0.541 -99 -99 -99 -99 -99 -99
19 -1.154 0.46 -1.756 -1.083 -2.019 0.094 0.241 0.88 -0.159 -0.952 -0.712 1.197
20 -1.341 -0.424 -4.184 -0.531 -0.635 -0.994 -0.487 0.126 -1.904 -0.096 1.344 -0.697
21 -0.088 -0.733 -1.377 1.435 3.416 1.683 0.652 -2.34 1.875 0.029 -1.217 0.764
22 -1.338 -0.593 -2.455 -1.264 -1.976 -0.707 0.733 -0.128 -1.31 -0.783 -2.272 0.201
23 -1.738 0.054 -4.15 -0.452 -0.839 0.062 -0.323 -1.281 -1.092 0.001 1.94 -0.313
24 0.753 -0.362 -3.524 2.547 4.158 0.787 1.215 0.904 -1.821 0.015 -1.346 0.503
25 1.89 -1.074 3.693 4.521 4.755 0.574 0.296 0.189 0.553 0.459 0.474 0.524
26 1.531 -0.339 -2.602 -3.534 -0.664 0.422 -0.153 0.857 0.701 -0.327 2.003 0.116
27 0.947 -1.338 -4.19 0.917 2.049 0.272 0.029 1.778 1.567 -0.537 -1.006 0.097
28 -1.364 1.836 -3.401 -0.84 -1.449 -1.109 -0.33 -0.511 0.105 0.265 0.563 1.446
29 -1.39 -0.93 -2.899 -0.078 -0.427 -1.024 -1.042 -0.304 -1.505 -0.164 2.16 -0.069
30 -2.215 -0.55 3.087 0.679 0.842 0.277 -0.741 0.276 0.546 -0.814 0.894 -0.158
31 -1.658 -1.84 -4.636 -0.937 -2.142 0.267 0.446 1.008 -0.921 -0.233 -0.215 1.375
32 1.689 0.089 -1.916 3.672 2.647 1.639 1.514 0.121 1.768 0.175 -2.378 -0.009
33 2.791 -1.143 -0.862 2.467 1.287 1.031 -0.041 0.263 1.462 0.431 -0.717 -0.816
34 0.106 -2.011 -1.403 -1.464 -0.656 0.132 0.028 0.306 0.572 0.144 -1.13 -0.72
35 0.285 3.741 -3.124 -0.201 1.083 1.409 -1.043 -0.212 1.188 0.835 -0.628 -0.345
36 -2.428 -0.086 1.612 0.099 0.896 0.083 -0.028 0.393 -0.274 0.217 0.706 0.57
37 2.693 0.56 2.074 4.036 5.213 1.386 -0.046 0.394 1.994 0.027 -0.563 -0.404
38 -99 -99 -99 -99 -99 -99 -0.098 0.033 -0.657 0.525 0.091 1.012
39 0.373 -0.357 0.127 -0.523 -0.009 0.883 -0.162 0.889 -0.661 -0.149 0.306 -0.456
40 -99 -99 -99 -99 -99 -99 -0.866 1.055 -0.884 0.289 3.147 1.017
41 -1.882 -0.22 -3.349 -0.758 -0.542 0.109 -0.786 -0.021 -1.09 0.095 0.391 -0.4
42 -2.689 0.059 3.106 -0.647 0.362 1.624 1.163 -0.174 1.378 0.804 -2.267 0.094
43 -99 -99 -99 -99 -99 -99 -1.151 -0.733 -1.745 -0.223 1.237 1.185
44 -0.658 0.183 -1.856 -0.101 0.34 0.535 0.206 -1.483 2.191 -0.154 0.049 1.281
45 -3.663 0.238 -1.467 2.372 3.084 0.996 -0.483 -0.995 1.666 -0.344 -1.55 -0.965
46 -2.094 -0.702 -0.492 -0.278 -1.176 -1.129 -1.599 -0.551 -2.193 -0.098 3.131 -0.172
47 1.009 2.002 0.626 0.632 2.21 0.634 -0.529 1.748 1.458 0.012 -1.25 0.271
