1 -0.714 -1.536 1.526 -1.641 -2.601 0.842 0.686 0.864 -0.804 0.52 -1.724 -0.705
2 2.011 -0.265 -0.305 3.142 4.95 0.976 0.491 2.588 0.342 -0.124 0.917 -0.746
3 -99 -99 -99 -99 -99 -99 -1.802 0.418 0.592 0.195 3.047 -0.201
4 0.256 -0.64 -4.731 -2.158 -3.125 0.183 0.07 -0.743 -1.575 -1.025 -0.572 -0.64
5 -1.763 -0.487 -3.511 -2.41 -1.402 0.909 -1.052 0.528 0.516 -0.145 1.128 0.296
6 1.257 -2.06 2.419 0.464 1.425 -1.001 -1.145 0.011 2.576 0.187 0.478 -0.485
7 -2.077 0.019 -2.886 -0.069 -0.929 0.18 -0.997 -1.22 -0.415 0.439 1.552 0.493
8 0.537 -0.402 -1.722 -1.451 1.727 0.035 0.74 -1.376 -0.862 -0.447 1.761 -0.674
9 0.387 -0.871 0.519 0.147 2.629 -1.128 1.542 -0.303 0.789 -0.26 -3.546 -0.728
10 2.018 -0.418 4.868 2.018 1.936 1.248 -0.099 0.901 2.065 -0.154 -0.238 -0.442
11 -0.539 -1.207 0.405 0.267 -0.817 1.676 -99 -99 -99 -99 -99 -99
12 1.281 0.081 0.378 2.506 3.484 -0.652 -1.23 1.748 2.394 0.116 -0.472 -0.476
13 0.736 -2.431 -2.435 -1.673 1.639 -0.618 0.636 2.403 0.605 0.025 -0.859 0.412
14 1.054 -1.113 3.852 1.283 0.875 1.27 0.295 1.469 1.796 0.966 0.193 -0.427
15 0.318 0.352 -1.953 -2.843 1.496 0.529 -1.106 0.457 1.97 -0.103 -2.263 -0.355
16 0.068 1.567 -1.473 -1.065 -1.262 0.329 1.144 0.64 -0.315 -0.93 0.282 -1.43
17 0.1 -2.079 -2.948 -3.174 -0.179 -0.869 -1.97 0.712 -0.07 -0.032 2.378 0.113
18 -0.281 -0.056 2.297 -1.922 -2.123 -0.551 -99 -99 -99 -99 -99 -99
19 -1.178 -0.884 -1.42 -1.855 -1.707 -0.104 0.036 0.68 0.074 -0.69 -0.542 1.163
20 -1.402 -0.806 -3.093 -1.01 -1.51 -0.84 -0.288 -0.526 -1.407 -0.076 1.471 -0.353
21 -0.244 0.128 -1.059 1.373 2.697 1.352 -0.215 -2.844 3.038 -0.408 -0.989 0.591
22 -1.162 -0.926 -3.152 -1.166 -1.917 -1.058 0.191 -0.076 -2.231 -0.94 -0.408 0.308
23 -1.109 0.248 -3.476 -0.776 -0.749 -0.083 -1.267 -1.172 -1.599 -0.529 2.017 0.108
24 0.377 0.028 -3.665 2.628 4.406 0.226 1.213 1.473 -0.552 0.085 -1.81 0.847
25 1.553 -0.273 3.896 4.319 3.88 0.279 0.5 0.556 0.762 0.584 0.799 0.674
26 2.361 0.728 -2.483 -3.638 -0.187 0.267 -0.194 0.577 0.768 -0.268 1.697 0.399
27 0.736 -1.153 -3.22 0.307 0.997 0.007 0.162 1.206 1.857 -0.078 -1.332 0.342
28 -1.76 1.799 -3.791 -1.38 -1.023 -0.982 -0.392 -0.868 0.165 0.211 -0.254 1.838
29 -1.79 -1.768 -2.711 -1.205 -0.848 -0.934 -0.891 -0.48 -1.341 -0.073 1.042 0.186
30 -2.196 0.045 2.554 0.455 1.232 -0.592 -0.45 -0.078 0.407 -1.15 1.499 -0.383
31 -0.75 -1.948 -4.74 -0.567 -2.739 0.072 0.019 1.297 -1.177 -0.104 -0.092 0.808
32 1.25 -0.141 -1.516 3.514 2.789 1.519 1.582 0.122 1.614 0.801 -1.249 -0.262
33 1.923 -0.161 -0.849 2.782 1.361 0.799 -0.423 0.242 1.606 -0.072 -0.049 -1.6
34 0.751 -0.134 -0.118 -2.168 -0.461 -0.05 0.215 1.264 0.808 0.016 -0.615 0.166
35 0.611 5.165 -3.029 -0.91 0.095 1.398 -0.413 0.556 -0.104 0.768 -0.155 -0.358
36 -2.459 -0.513 1.498 0.218 1.261 0.142 0.772 -0.379 0.422 0.234 1.374 1.38
37 1.53 1.806 2.768 3.814 3.997 1.674 0.563 -0.347 1.209 -0.527 -0.52 -0.128
38 -99 -99 -99 -99 -99 -99 0.549 1.038 0.631 0.066 0.82 0.529
39 0.723 0.084 -0.302 -0.707 -0.962 1.227 -0.077 0.988 -0.258 0.116 0.148 -0.591
40 -99 -99 -99 -99 -99 -99 -1.242 0.437 -1.471 -0.169 3.356 0.004
41 -1.561 1.238 -3.684 -0.553 -1.472 0.394 -1.065 -0.491 -1.179 -0.473 0.257 0.392
42 -1.762 0.487 2.373 -0.179 0.111 1.74 0.617 -0.557 1.247 1.356 -3.24 -0.002
43 -99 -99 -99 -99 -99 -99 -1.366 0.189 -0.83 -0.384 1.3 0.662
44 -0.131 0.588 -1.555 -0.205 0.644 0 -0.341 -1.695 1.723 -0.563 -0.949 0.984
45 -3.091 -0.364 -1.691 2.844 2.496 1.884 -0.959 -2.437 1.037 -0.562 -1.996 -0.12
46 -1.444 -0.703 -0.793 -0.06 -0.722 -1.142 -1.22 -1.097 -0.888 -0.14 2.534 -0.77
47 0.932 1.707 0.871 0.46 1.374 0.563 -0.895 2.289 1.125 -0.069 -0.96 -0.502
