1 -0.483 -0.988 3.231 -2.594 -1.321 1.085 0.813 -1.525 -1.02 -0.34 -1.432 -1.711
2 1.893 -1.912 0.367 4.265 5.075 0.73 -0.111 1.645 -0.915 -0.43 1.054 0.105
3 -99 -99 -99 -99 -99 -99 -1.471 -0.105 0.019 -0.337 3.636 0.731
4 0.121 -0.635 -3.061 -2.669 -3.858 -0.034 0.072 -0.929 -0.541 -0.516 0.608 -0.665
5 -0.847 0.004 -3.258 -2.081 -0.851 0.91 -0.201 1.374 -0.645 -0.003 0.324 0.034
6 0.448 -1.065 1.627 0.795 0.52 -1.386 -0.51 -0.282 1.446 0.306 -1.292 -0.703
7 -1.612 0.272 -2.879 -0.878 -1.644 -0.808 -0.046 -0.514 -0.831 0.106 1.734 1.008
8 0.071 -1.265 -1.648 -0.811 1.561 -0.856 0.773 -1.405 -1.6 -0.233 1.108 -0.276
9 -0.046 -1.867 1.173 0.131 2.408 -1.294 1.778 -0.514 1.154 0.065 -2.783 -0.113
10 1.643 -2.194 4.236 2.352 2.61 1.124 -0.426 0.263 1.05 0.009 -0.099 -0.611
11 -0.799 -0.692 -0.122 0.457 -0.129 1.452 -99 -99 -99 -99 -99 -99
12 1.31 0.04 -1.032 2.626 4.036 -1.646 -0.953 0.921 2.201 0.197 0.015 -0.307
13 0.882 -1.806 -1.759 -1.502 1.215 -0.518 0.663 2.629 -0.405 0.514 -0.953 -0.769
14 1.156 -2.423 3.481 1.839 2.219 0.709 -0.292 1.708 0.585 0.619 -0.577 -0.329
15 0.023 0.573 -2.165 -1.424 1.578 0.441 -0.439 0.992 2.411 -0.464 -1.712 -1.017
16 0.625 3.07 -0.628 -1.417 -1.181 -0.091 0.488 0.558 -1.547 -0.402 0.902 -0.881
17 0.107 -1.656 -1.678 -1.685 0.61 -1.383 -1.336 0.694 -1.246 0.303 2.759 -0.888
18 -0.769 0.437 0.694 -1.245 -1.725 -0.663 -99 -99 -99 -99 -99 -99
19 -0.791 -0.587 -1.515 -0.833 -1.618 -0.123 0.245 -0.924 -0.019 -0.353 0.256 0.89
20 -1.32 -0.85 -3.963 -0.208 -0.622 -1.262 -0.109 -0.423 -1.633 -0.214 0.487 -0.326
21 -0.101 -0.586 -0.763 1.698 2.309 0.923 0.432 -3.574 2.932 -0.119 -1.641 0.384
22 -1.197 -0.48 -2.48 -0.934 -1.861 -1.535 0.271 -0.183 -1.549 -0.693 -0.513 0.728
23 -1.506 0.131 -3.576 -0.456 -1.485 -0.47 -1.175 -2.538 -1.5 -0.196 1.329 -0.143
24 0.21 0.722 -2.87 2.3 5.483 0.34 2.041 1.025 -1.05 -0.027 -1.016 1.348
25 2.146 -0.79 3.204 5.35 6.775 0.493 1 -0.359 0.993 0.392 -1.337 1.163
26 1.455 0.06 -2.144 -3.094 -0.391 0.173 -0.384 0.268 0.396 -0.227 1.298 -0.052
27 1.139 -2.077 -2.594 0.844 1.48 -0.145 0.293 1.82 2.094 -0.098 -0.835 0.274
28 -1.014 2.93 -3.766 -0.517 -0.701 -1.008 -0.398 -1.461 0.093 0.39 -0.699 1.934
29 -1.734 -1.573 -2.109 -0.498 -0.578 -1.218 -0.71 -0.374 -1.705 -0.156 0.697 -0.314
30 -2.513 -2.584 1.592 0.216 0.723 -1.291 -0.01 0.402 0.725 -0.622 0.581 -0.073
31 -0.962 -2.444 -4.412 -1.043 -1.489 -0.432 -0.191 0.984 -1.525 0.193 -0.157 1.359
32 1.899 0.142 -1.949 3.467 2.64 1.308 1.38 -0.147 1.44 0.365 -1.247 0.277
33 2.28 -0.984 -0.541 2.612 2.235 0.818 0.07 -0.987 1.055 0.149 -0.86 -1.06
34 0.286 -1.261 -1.488 -1.436 -0.951 -0.586 0.025 0.058 0.608 0.226 -1.028 -0.382
35 0.249 4.763 -2.239 -0.327 0.552 0.783 -0.302 -0.844 1.318 0.673 -0.162 0.111
36 -2.544 -0.578 2.004 0.378 1.206 -0.15 0.027 -1.342 0.892 0.04 0.448 0.714
37 2.242 1.657 2.54 4.405 5.577 1.327 0.632 -1.057 1.865 -0.523 -0.054 -0.514
38 -99 -99 -99 -99 -99 -99 0.209 0.208 0.165 0.224 0.411 0.379
39 0.494 -0.575 -0.863 -0.653 -0.83 0.636 -0.056 0.021 -0.915 0.031 1.943 -1.171
40 -99 -99 -99 -99 -99 -99 -0.864 0.825 -1.278 0.067 2.536 1.116
41 -1.874 0.562 -3.44 -0.876 -1.299 0.223 -0.152 -0.266 -1.121 -0.322 0.4 -0.422
42 -2.124 0.637 3.341 -0.452 1.256 1.407 0.935 -1.158 1.072 0.466 -2.995 -0.274
43 -99 -99 -99 -99 -99 -99 -1.153 -0.677 -2.302 -0.234 1.517 0.638
44 -0.085 0.212 -1.413 0.074 0.932 0.176 0.035 -2.209 2.258 -0.044 -0.422 1.295
45 -3.384 -0.51 -0.805 2.55 3.772 0.517 -0.852 -2.814 1.676 -0.068 -1.286 -0.158
46 -1.61 -1.234 -0.915 -0.465 -0.465 -1.343 -1.985 -1.894 -1.932 0.388 2.211 -0.702
47 1.038 2.225 0.814 0.731 2.166 0.014 -0.466 1.078 1.072 -0.627 -0.802 0.017
