1 1 -99 0 -99 0 1 -99 -99 -99 0 -99 -99 1 -99 -99 0 -99 -99 -99 1 -99 -99 0 -99 -99 1 -99 -99 -99 1 -99 -99 1 -99 -99 0 -99 -99 -99 1 -99 -99 0 -99 1 1 -99 -99 -99 0 -99 -99 1 -99 0 1 -99 -99 -99 1 -99 -99 0 -99 0 1 -99 -99 -99 0 -99 -99 0 -99 1 0 -99 -99 -99 0 -99 -99 1 -99 1 0 -99 -99 -99 0 -99 -99 0 -99 1 0 -99 -99 -99 1 -99 -99 1 -99 -99 0 -99 -99 -99 0 -99 -99 1 -99 -99 0 -99 -99 -99 1 -99
1 2 -99 -99 0 -99 0 -99 -99 0 0 1 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 1 -99 -99 1 1 1 -99 -99 0 -99 0 -99 -99 0 1 1 -99 -99 0 -99 0 -99 -99 1 0 1 -99 -99 1 -99 1 -99 -99 1 1 1 -99 -99 0 -99 1 -99 -99 1 0 0 -99 -99 -99 -99 0 -99 -99 -99 1 1 -99 -99 -99 -99 1 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 0 -99
1 6 0 0 0 0 0 0 0 -99 0 0 -99 0 0 0 1 -99 0 -99 0 0 -99 0 0 0 0 -99 0 -99 0 0 -99 0 0 0 0 -99 0 -99 0 0 0 0 -99 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 1 0 -99 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 -99 0 -99 0 0
1 5 0 -99 -99 -99 0 0 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 0 -99 -99 -99 1 1 -99 -99 -99 -99 1 -99 -99 -99 1 0 -99 -99 -99 -99 0 -99 -99 -99 1 1 -99 -99 -99 -99 0 -99 -99 -99 1 1 -99 -99 -99 -99 0 -99 -99 -99 0 0 -99 -99 -99 -99 -99 -99 -99 -99 0 0 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99
1 3 -99 1 1 -99 1 -99 -99 -99 1 0 -99 0 -99 -99 0 -99 -99 -99 1 0 -99 1 -99 -99 1 -99 -99 -99 1 1 -99 0 -99 -99 1 -99 -99 -99 0 0 -99 1 1 -99 1 -99 -99 -99 0 0 -99 0 0 -99 1 -99 -99 -99 0 0 -99 0 1 -99 0 -99 -99 -99 0 0 -99 0 0 -99 1 -99 -99 -99 0 0 -99 0 1 -99 1 -99 -99 -99 0 1 -99 1 0 -99 1 -99 -99 -99 0 1 -99 0 -99 -99 0 -99 -99 -99 1 0 -99 0 -99 -99 1 -99 -99 -99 0 1
1 4 -99 -99 1 1 1 1 -99 -99 1 1 -99 -99 -99 1 1 1 -99 -99 1 -99 -99 -99 -99 1 1 1 -99 -99 1 -99 -99 -99 -99 1 1 1 -99 -99 1 -99 -99 -99 1 1 1 1 -99 -99 1 1 -99 -99 1 1 1 1 -99 -99 1 1 -99 -99 0 1 1 1 -99 -99 1 0 -99 -99 1 1 1 1 -99 -99 1 1 -99 -99 0 1 1 1 -99 -99 1 1 -99 -99 1 1 1 0 -99 -99 1 -99 -99 -99 -99 1 1 1 -99 -99 1 -99 -99 -99 -99 1 1 0 -99 -99 1 -99
2 1 -99 1 0 -99 -99 -99 -99 -99 -99 -99 -99 1 0 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 1 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 0 1 -99 -99 -99 -99 -99 -99 -99 -99 0 1 -99 -99 -99 -99 -99 -99 -99 -99 0 1 -99 -99 -99 -99 -99 -99 -99 -99 1 0 -99 -99 -99 -99 -99 -99 -99 -99 0 0 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99
2 2 -99 1 1 0 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 -99 -99 1 1 0 1 -99 1 -99 1 -99 -99 1 1 0 1 -99 1 -99 0 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 0 1 -99 1 -99 1 1 -99 1 1 1 1 -99 1 -99 1 1
2 6 -99 0 1 0 0 0 -99 -99 0 0 -99 0 0 1 0 0 -99 -99 0 0 -99 0 0 0 0 0 -99 -99 0 -99 -99 0 0 0 0 0 -99 -99 0 -99 -99 0 1 0 1 0 -99 -99 0 0 -99 0 0 0 0 0 -99 -99 0 0 -99 0 1 0 0 0 -99 -99 0 0 -99 0 1 1 0 0 -99 -99 0 0 -99 0 0 0 0 0 -99 -99 0 0 -99 0 0 1 1 0 -99 -99 0 0 -99 0 0 0 0 0 -99 -99 0 0 -99 0 0 0 0 0 -99 -99 0 0
2 5 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 0 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 -99 -99 -99 -99 -99 0 -99 -99 1 -99 -99 -99 -99 -99 -99 1 -99 -99 0 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 0 -99 -99 -99 -99 -99 -99 0 1 -99 0 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 0 -99 -99 -99 -99 -99 -99 1 -99
2 3 1 0 -99 1 0 1 0 0 0 0 1 0 -99 1 0 1 1 1 0 0 1 1 -99 1 0 0 0 1 0 1 0 0 -99 0 0 -99 0 0 0 0 0 1 -99 0 0 0 0 1 0 1 0 0 -99 0 0 0 0 0 0 0 1 1 -99 1 1 1 1 1 0 0 1 0 -99 1 0 0 0 0 0 0 0 0 -99 0 0 1 1 1 0 0 1 0 -99 0 0 1 0 0 1 0 1 1 -99 1 0 1 1 1 0 1 0 1 -99 1 0 0 0 1 1 1
2 4 0 1 0 1 1 1 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 -99 1 1 1 1 1 -99 1 -99 1 -99 1 1 1 0 1 -99 1 -99 1 -99 1 1 1 1 0 1 1 -99 1 -99 1 1 1 1 0 1 1 -99 1 -99 1 1 1 0 1 1 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 -99 1 1 1 1 1 1 0 -99 1 -99
3 1 -99 0 0 1 -99 1 1 1 1 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 0 0 -99 1 -99 -99 1 1 1 -99 0 0 0 0 -99 -99 1 0 1 -99 1 1 1 1 -99 -99 1 1 0 -99 0 0 1 1 -99 -99 1 1 1 -99 0 0 0 1 -99 -99 0 1 1 -99 1 1 1 1 -99 -99 -99 -99 0 -99 0 0 0 1 -99 -99 -99 -99 1 -99 1 1 1 1 -99 -99 -99 -99 0 -99 0 1 -99 1 -99
3 2 0 1 1 -99 -99 0 1 1 1 1 1 1 -99 -99 -99 1 1 1 1 -99 1 1 -99 -99 -99 0 0 1 0 -99 -99 1 -99 -99 -99 1 1 1 1 -99 1 1 1 -99 -99 1 1 1 1 1 1 1 1 -99 -99 1 1 1 1 1 0 0 1 -99 -99 1 1 0 0 1 0 1 1 -99 -99 1 1 1 1 1 1 1 1 -99 -99 0 1 1 1 1 1 1 -99 -99 -99 1 1 1 1 -99 0 1 -99 -99 -99 1 0 1 1 -99 1 1 -99 -99 -99 0 1 1 1 -99
3 6 -99 1 -99 -99 -99 1 2 1 2 -99 -99 1 -99 -99 -99 1 -99 -99 2 -99 -99 1 -99 -99 -99 1 -99 -99 2 -99 -99 2 -99 -99 -99 0 -99 -99 2 -99 -99 0 -99 -99 -99 1 1 2 1 -99 -99 1 -99 -99 -99 2 1 1 1 -99 -99 1 -99 -99 -99 1 1 1 1 -99 -99 1 -99 -99 -99 0 1 1 2 -99 -99 1 -99 -99 -99 1 1 1 2 -99 -99 1 -99 -99 -99 2 1 0 2 -99 -99 2 -99 -99 -99 1 1 1 1 -99 -99 2 -99 -99 -99 1 -99 -99 2 -99
3 5 1 1 1 0 -99 1 1 1 -99 1 -99 -99 0 1 -99 1 1 0 -99 -99 -99 -99 -99 1 -99 0 1 0 -99 -99 -99 -99 -99 0 -99 1 1 0 -99 -99 0 1 1 1 -99 0 1 1 -99 1 1 1 1 1 -99 1 1 1 -99 0 0 0 0 1 -99 1 1 0 -99 1 0 1 1 1 -99 1 1 1 -99 1 1 1 1 0 -99 0 0 0 -99 1 1 1 0 1 -99 0 1 0 -99 1 -99 0 1 1 -99 1 1 0 -99 1 -99 1 0 0 -99 0 0 1 -99 -99
3 3 -99 1 -99 0 -99 1 -99 -99 -99 0 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 -99 -99 -99 -99 -99 1 -99 1 -99 0 -99 -99 -99 1 -99 1 -99 1 -99 0 -99 -99 -99 0 -99 0 -99 0 -99 1 -99 -99 -99 0 -99 0 -99 1 -99 0 -99 -99 -99 0 -99 0 -99 1 -99 0 -99 -99 -99 0 -99 0 -99 1 -99 1 -99 -99 -99 0 -99 0 -99 0 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99
3 4 -99 1 -99 -99 -99 1 1 1 0 0 -99 1 -99 -99 -99 1 1 1 1 -99 -99 1 -99 -99 -99 1 0 1 0 -99 -99 1 -99 -99 -99 0 1 1 1 -99 -99 1 -99 -99 -99 0 0 1 0 0 -99 0 -99 -99 -99 1 0 1 1 1 -99 1 -99 -99 -99 0 0 1 1 1 -99 0 -99 -99 -99 1 1 1 0 1 -99 1 -99 -99 -99 1 1 0 0 1 -99 0 -99 -99 -99 1 0 1 1 -99 -99 1 -99 -99 -99 1 1 1 1 -99 -99 1 -99 -99 -99 0 1 1 1 -99
4 1 -99 -99 1 1 1 1 1 1 -99 1 -99 -99 -99 1 1 1 -99 1 -99 1 -99 -99 -99 1 1 0 -99 1 -99 1 -99 -99 -99 0 0 0 -99 1 -99 1 -99 -99 0 0 0 0 1 1 -99 1 -99 -99 0 0 0 1 1 1 -99 1 -99 -99 0 0 0 1 0 0 -99 0 -99 -99 1 0 0 1 1 1 -99 0 -99 -99 0 0 1 1 0 1 -99 1 -99 -99 1 0 0 0 -99 1 -99 1 -99 -99 0 0 1 1 -99 1 -99 1 -99 -99 -99 0 0 0 -99 1 -99 1
